Index,Tag,Eclipse-Series,Spine #,Title,Director,Country,Year,豆瓣电影,豆瓣年份,豆瓣打分,备注
634,fl-#184, , , , , , ,[星辰美丽 The Stars Are Beautiful](https://movie.douban.com/subject/1464919/),1974,6.8,#184 斯坦·布拉哈格选集第一卷 之十一
635,fl-#184, , , , , , ,[儿童游戏 Kindering](https://movie.douban.com/subject/1937073/),1987,6.2,#184 斯坦·布拉哈格选集第一卷 之十二
636,fl-#184, , , , , , ,[我……做梦 I...Dreaming](https://movie.douban.com/subject/1917134/),2004,7.4,#184 斯坦·布拉哈格选集第一卷 之十三
637,fl-#184, , , , , , ,[但丁四重奏 The Dante Quartet](https://movie.douban.com/subject/1477508/),2004,7.9,#184 斯坦·布拉哈格选集第一卷 之十四
638,fl-#184, , , , , , ,[夜间音乐 Night Music](https://movie.douban.com/subject/1465942/),1986,7.8,#184 斯坦·布拉哈格选集第一卷 之十五
639,fl-#184, , , , , , ,[愤怒之网 Rage Net](https://movie.douban.com/subject/1865024/),1988,7.7,#184 斯坦·布拉哈格选集第一卷 之十六
640,fl-#184, , , , , , ,[全神贯注的凝视 Glaze of Cathexis](https://movie.douban.com/subject/1464195/),1990,7.3,#184 斯坦·布拉哈格选集第一卷 之十七
641,fl-#184, , , , , , ,[Delicacies of Molten Horror Synapse](https://movie.douban.com/subject/1474737/),2004,8.3,#184 斯坦·布拉哈格选集第一卷 之十八
642,fl-#184, , , , , , ,[为了玛丽莲 For Marilyn](https://movie.douban.com/subject/1865029/),1992,7.6,#184 斯坦·布拉哈格选集第一卷 之十九
643,fl-#184, , , , , , ,[黑冰 Black Ice](https://movie.douban.com/subject/1464196/),1994,7.4,#184 斯坦·布拉哈格选集第一卷 之二十
644,fl-#184, , , , , , ,[色彩黑白研究 Study in Color and Black and White](https://movie.douban.com/subject/1465944/),1993,7.3,#184 斯坦·布拉哈格选集第一卷 之二十一
645,fl-#184, , , , , , ,[恒星 Stellar](https://movie.douban.com/subject/1465949/),1993,7.6,#184 斯坦·布拉哈格选集第一卷 之二十二
646,fl-#184, , , , , , ,[Crack Glass Eulogy](https://movie.douban.com/subject/1937020/),1992,7.0,#184 斯坦·布拉哈格选集第一卷 之二十三
647,fl-#184, , , , , , ,[The Dark Tower](https://movie.douban.com/subject/1865018/),1999,7.5,#184 斯坦·布拉哈格选集第一卷 之二十四
648,fl-#184, , , , , , ,[混合容器 Commingled Containers](https://movie.douban.com/subject/1464918/),2004,8.0,#184 斯坦·布拉哈格选集第一卷 之二十五
649,fl-#184, , , , , , ,[爱之歌 Lovesong](https://movie.douban.com/subject/1869107/),2001,6.3,#184 斯坦·布拉哈格选集第一卷 之二十六
650,fl-#360, ,360,[Symbiopsychotaxiplasm: Two Takes by William Greaves](https://www.criterion.com/films/751-symbiopsychotaxiplasm-two-takes-by-william-greaves),William Greaves,United States, ,**共生心理分类学：威廉·格雷夫斯的两部电影**, , , 
651,fl-#360, , , , , , ,[共生心理分类学：第1幕 Symbiopsychotaxiplasm: Take One](https://movie.douban.com/subject/1876327/),1968,7.3,#360 共生心理分类学 之一
652,fl-#360, , , , , , ,[共生心理分类学：第二又二分之一章 Symbiopsychotaxiplasm: Take 2 1/2](https://movie.douban.com/subject/2004707/),2006,6.3,#360 共生心理分类学 之二
653,fl-#406, ,406,[Martha Graham: Dance on Film](https://www.criterion.com/films/835-martha-graham-dance-on-film),Nathan Kroll,United States,1959,**玛莎·葛兰姆：在银幕上舞蹈**, , , 
654,fl-#406, , , , , , ,[舞蹈家的世界 A Dancer's World](https://movie.douban.com/subject/3031528/),1957, ,在银幕上舞蹈 之一
655,fl-#406, , , , , , ,[阿巴拉契亚的春天 Appalachian Spring](https://movie.douban.com/subject/2130872/),1958, ,在银幕上舞蹈 之二
656,fl-#406, , , , , , ,[夜之旅 Night Journey](https://movie.douban.com/subject/2130874/),1960, ,在银幕上舞蹈 之三
657,fl-#468, ,468,[Science Is Fiction: 23 Films by Jean Painlevé](https://www.criterion.com/films/1286-science-is-fiction-23-films-by-jean-painlev),Jean Painlevé,France, ,**科幻是虚构的：让·潘勒维的二十三部电影集**, , , 
658,fl-#468, , , , , , ,[互爱蟹属 Hyas et stenorinques](https://movie.douban.com/subject/3431475/),1929, ,让·潘勒维的二十三部电影 之一
659,fl-#468, , , , , , ,[海胆 Les Oursins](https://movie.douban.com/subject/3431653/),2008, ,让·潘勒维的二十三部电影 之二
660,fl-#468, , , , , , ,[海蜇是如何诞生的 Comment naissent les méduses](https://movie.douban.com/subject/3431660/),1960, ,让·潘勒维的二十三部电影 之三
661,fl-#468, , , , , , ,[液晶 Cristaux liquides](https://movie.douban.com/subject/5169146/),1978, ,让·潘勒维的二十三部电影 之四
662,fl-#468, , , , , , ,"[海马 L'hippocampe, ou 'Cheval marin'](https://movie.douban.com/subject/3127835/)",1934,8.1,让·潘勒维的二十三部电影 之五
663,fl-#468, , , , , , ,[章鱼的爱情生活 Les amours de la pieuvre](https://movie.douban.com/subject/5169137/),1967, ,让·潘勒维的二十三部电影 之六
664,fl-#468, , , , , , ,[虾的故事 Histoires de crevettes](https://movie.douban.com/subject/6523968/),2007, ,让·潘勒维的二十三部电影 之七
665,fl-#468, , , , , , ,[无角螺，女巫之舞 Acéra ou Le bal des sorcières](https://movie.douban.com/subject/4262639/),1972, ,让·潘勒维的二十三部电影 之八
666,fl-#468, , , , , , ,[吸血鬼 / 吸血蝠 Le vampire](https://movie.douban.com/subject/1874753/),2008,7.6,让·潘勒维的二十三部电影 之九
667,fl-#468, , , , , , ,[水中杀手 Assassins d'eau douce](https://movie.douban.com/subject/3431648/),2008, ,让·潘勒维的二十三部电影 之十
668,fl-#468, , , , , , ,"[海洋中的芭蕾舞者 Danseuses de mer, Les](https://movie.douban.com/subject/3431659/)",1960, ,让·潘勒维的二十三部电影 之十一
669,fl-#468, , , , , , ,[硅藻 Diatomées](https://movie.douban.com/subject/5169145/),1968, ,让·潘勒维的二十三部电影 之十二
670,fl-#468, , , , , , ,[广场上的鸽子 Les pigeons du square](https://movie.douban.com/subject/5168667/),1982, ,让·潘勒维的二十三部电影 之十三
671,fl-#468, , , , , , ,[章鱼 La Pieuvre](https://movie.douban.com/subject/2242961/),1928,8.0,让·潘勒维的二十三部电影 之十四
672,fl-#468, , , , , , ,[海胆 Les oursins](https://movie.douban.com/subject/2221082/),2009, ,让·潘勒维的二十三部电影 之十五
673,fl-#468, , , , , , ,[水蚤 La daphnie](https://movie.douban.com/subject/3431485/),2009, ,让·潘勒维的二十三部电影 之十六
674,fl-#468, , , , , , ,[棘鱼的卵 L'Oeufs d'épinoche](https://movie.douban.com/subject/3431468/),2009, ,让·潘勒维的二十三部电影 之十七
675,fl-#468, , , , , , ,[治疗试验：用诺梅特医生的血清柠檬酸盐为受伤出血的狗治疗 Traitement expérimental d'une hémorragie chez le chien](https://movie.douban.com/subject/6531769/),2009, ,让·潘勒维的二十三部电影 之十八
676,fl-#468, , , , , , ,[第四维 Images mathématiques de la quatrième dimension](https://movie.douban.com/subject/3431599/),2009, ,让·潘勒维的二十三部电影 之十九
677,fl-#468, , , , , , ,[生存竞争 Images mathématiques de la lutte pour la vie](https://movie.douban.com/subject/6531783/),2009, ,让·潘勒维的二十三部电影 之二十
678,fl-#468, , , , , , ,[远航 Voyage dans le ciel](https://movie.douban.com/subject/3431581/),2009, ,让·潘勒维的二十三部电影 之二十一
679,fl-#468, , , , , , ,[长度和速度的相似性 Similarities Between Length and Speed](https://movie.douban.com/subject/6532820/),2009, ,让·潘勒维的二十三部电影 之二十二
680,fl-#468, , , , , , ,[蓝胡子 Barbe-Bleue](https://movie.douban.com/subject/1996329/),1936,8.1,让·潘勒维的二十三部电影 之二十三
681,fl-#480, ,480,[The Human Condition](https://www.criterion.com/films/2106-the-human-condition),Masaki Kobayashi,Japan,1959,**人间的条件（合集）**, , , 
682,fl-#480, , , , , , ,[人间的条件(第一、二部) 人間の條件](https://movie.douban.com/subject/1298561/),1959,8.8,#480 人间的条件 之一
683,fl-#480, , , , , , ,[人间的条件(第三、四部) 人間の條件](https://movie.douban.com/subject/1441038/),1959,8.8,#480 人间的条件 之二
684,fl-#480, , , , , , ,[人间的条件(第五、六部) 人間の條件](https://movie.douban.com/subject/1441039/),1961,9.2,#480 人间的条件 之三
685,fl-#495, ,495,[The Golden Age of Television](https://www.criterion.com/films/3560-the-golden-age-of-television), ,United States, ,**电视的黄金年代**, , , 
686,fl-#495, , , , , , ,[马蒂 Marty](https://movie.douban.com/subject/25944662/),1953, ,#495 电视的黄金年代 之一
687,fl-#495, , , , , , ,[Kraft Television Theatre “Patterns”](https://movie.douban.com/subject/26889674/),1955, ,#495 电视的黄金年代 之二
688,fl-#495, , , , , , ,[荒唐大兵 No Time for Sergeants](https://movie.douban.com/subject/4002481/),1955, ,#495 电视的黄金年代 之三
689,fl-#495, , , , , , ,[一阵南风 A Wind from the South](https://movie.douban.com/subject/4002482/),1955, ,#495 电视的黄金年代 之四
690,fl-#495, , , , , , ,[拳台血泪 Requiem for a Heavyweight](https://movie.douban.com/subject/4002490/),1956, ,#495 电视的黄金年代 之五
691,fl-#495, , , , , , ,[战鼓轻敲 Bang the Drum Slowly](https://movie.douban.com/subject/4002492/),1956, ,#495 电视的黄金年代 之六
692,fl-#495, , , , , , ,[喜剧演员 The Comedian](https://movie.douban.com/subject/4002502/),1957, ,#495 电视的黄金年代 之七
693,fl-#495, , , , , , ,[醉乡情断 The Days of Wine and Roses](https://movie.douban.com/subject/4002509/),1958, ,#495 电视的黄金年代 之八
694,fl-#496, ,496,[Che](https://www.criterion.com/films/20987-che),Steven Soderbergh,France,2008,**切·格瓦拉传**, , , 
695,fl-#496, , , , , , ,[切·格瓦拉传：阿根廷人 Che: Part One](https://movie.douban.com/subject/1929402/),2008,7.5,#496 切·格瓦拉传 之一
696,fl-#496, , , , , , ,[切·格瓦拉传：游击队 Che: Part Two](https://movie.douban.com/subject/1471508/),2008,7.6,#496 切·格瓦拉传 之二
697,fl-#517, ,517,"[By Brakhage: An Anthology, Volume Two](https://www.criterion.com/films/23953-by-brakhage-an-anthology-volume-two)",Stan Brakhage,United States, ,**斯坦·布拉哈格选集第二卷**, , , 
698,fl-#517, , , , , , ,[奇迹之环 The Wonder Ring](https://movie.douban.com/subject/2054943/),1955,7.0,#517 斯坦·布拉哈格选集第二卷 之一
699,fl-#517, , , , , , ,[死者 The Dead](https://movie.douban.com/subject/1478040/),2004,8.0,#517 斯坦·布拉哈格选集第二卷 之二
700,fl-#517, , , , , , ,[Two: Creeley/McClure](https://movie.douban.com/subject/5135423/),1965, ,#517 斯坦·布拉哈格选集第二卷 之三
701,fl-#517, , , , , , ,[23rd Psalm Branch: Part I](https://movie.douban.com/subject/5136015/),1967, ,#517 斯坦·布拉哈格选集第二卷 之四
702,fl-#517, , , , , , ,[23rd Psalm Branch: Part II](https://movie.douban.com/subject/5136013/),1978, ,#517 斯坦·布拉哈格选集第二卷 之四
703,fl-#517, , , , , , ,[孩童场景：第一部分 Scenes From Under Childhood: Section One](https://movie.douban.com/subject/1855325/),1967,8.1,#517 斯坦·布拉哈格选集第二卷 之五
704,fl-#517, , , , , , ,[The Machine of Eden](https://movie.douban.com/subject/5085901/),1970, ,#517 斯坦·布拉哈格选集第二卷 之六
705,fl-#517, , , , , , ,[星球花园 Star Garden](https://movie.douban.com/subject/5136068/),1974, ,#517 斯坦·布拉哈格选集第二卷 之七
706,fl-#517, , , , , , ,[Desert](https://movie.douban.com/subject/5136161/),1976, ,#517 斯坦·布拉哈格选集第二卷 之八
707,fl-#517, , , , , , ,[The Process](https://movie.douban.com/subject/4149762/),1972, ,#517 斯坦·布拉哈格选集第二卷 之九
708,fl-#517, , , , , , ,[Burial Path](https://movie.douban.com/subject/5136171/),1978, ,#517 斯坦·布拉哈格选集第二卷 之十
709,fl-#517, , , , , , ,[Duplicity III](https://movie.douban.com/subject/5135978/),1980, ,#517 斯坦·布拉哈格选集第二卷 之十一
710,fl-#517, , , , , , ,[域之时 The Domain of the Moment](https://movie.douban.com/subject/5149306/),1977, ,#517 斯坦·布拉哈格选集第二卷 之十二
711,fl-#517, , , , , , ,[谋杀诗篇 Murder Psalm](https://movie.douban.com/subject/2054951/),2004, ,#517 斯坦·布拉哈格选集第二卷 之十三
712,fl-#517, , , , , , ,[阿拉伯数字系列12 Arabic Numeral Series 12](https://movie.douban.com/subject/5136009/),1981, ,#517 斯坦·布拉哈格选集第二卷 之十四
713,fl-#517, , , , , , ,[冥想中的幻象 #1 Visions in Meditation #1](https://movie.douban.com/subject/5135683/),1989, ,#517 斯坦·布拉哈格选集第二卷 之十五
714,fl-#517, , , , , , ,[冥想中的幻象 #2：弗德台地 Visions in Meditation #2: Mesa Verde](https://movie.douban.com/subject/5135682/),1989, ,#517 斯坦·布拉哈格选集第二卷 之十六
715,fl-#517, , , , , , ,[冥想中的幻象 #3：柏拉图的洞穴 Visions in Meditation #3: Plato's Cave](https://movie.douban.com/subject/5135417/),1990, ,#517 斯坦·布拉哈格选集第二卷 之十七
716,fl-#517, , , , , , ,[冥想中的幻象 #4：D·H·劳伦斯 Visions in Meditation #4: D.H. Lawrence](https://movie.douban.com/subject/5135427/),1990, ,#517 斯坦·布拉哈格选集第二卷 之十八
717,fl-#517, , , , , , ,[Unconscious London Strata](https://movie.douban.com/subject/5135846/),1981, ,#517 斯坦·布拉哈格选集第二卷 之十九
718,fl-#517, , , , , , ,[Boulder Blues and Pearls and...](https://movie.douban.com/subject/5135579/),1992, ,#517 斯坦·布拉哈格选集第二卷 之二十
719,fl-#517, , , , , , ,[The Mammals of Victoria](https://movie.douban.com/subject/5135511/),1994, ,#517 斯坦·布拉哈格选集第二卷 之二十一
720,fl-#517, , , , , , ,[First Hymn to the Night - Novalis](https://movie.douban.com/subject/5135538/),1994, ,#517 斯坦·布拉哈格选集第二卷 之二十二
721,fl-#517, , , , , , ,[I Take These Truths](https://movie.douban.com/subject/5110728/),1994, ,#517 斯坦·布拉哈格选集第二卷 之二十三
722,fl-#517, , , , , , ,[The Cat of the Worm's Green Realm](https://movie.douban.com/subject/5135319/),1997, ,#517 斯坦·布拉哈格选集第二卷 之二十四
723,fl-#517, , , , , , ,[Yggdrasill: Whose Roots Are Stars in the Human Mind](https://movie.douban.com/subject/5135188/),1997, ,#517 斯坦·布拉哈格选集第二卷 之二十五
724,fl-#517, , , , , , ,"[“…” 第五卷 ""..."" Reel Five](https://movie.douban.com/subject/5148546/)",1999, ,#517 斯坦·布拉哈格选集第二卷 之二十六
725,fl-#517, , , , , , ,[Persian Series #1](https://movie.douban.com/subject/1919385/),1999, ,#517 斯坦·布拉哈格选集第二卷 之二十七
726,fl-#517, , , , , , ,[Persian Series #2](https://movie.douban.com/subject/1919386/),1999, ,#517 斯坦·布拉哈格选集第二卷 之二十八
727,fl-#517, , , , , , ,[Persian Series #3](https://movie.douban.com/subject/1919387/),1999, ,#517 斯坦·布拉哈格选集第二卷 之二十九
728,fl-#517, , , , , , ,[中国系列 Chinese Series](https://movie.douban.com/subject/4149735/),2003, ,#517 斯坦·布拉哈格选集第二卷 之三十
729,fl-#607, ,607,[A Hollis Frampton Odyssey](https://www.criterion.com/films/27945-a-hollis-frampton-odyssey),Hollis Frampton,United States, ,**荷利斯·法朗普顿的奥德赛之旅**, , , 
730,fl-#607, , , , , , ,[手臂手册 Manual of Arms](https://movie.douban.com/subject/10461810/),1966, ,#607 荷利斯·法朗普顿的奥德赛之旅 之一
731,fl-#607, , , , , , ,[红色历程 Process Red](https://movie.douban.com/subject/10461811/),1966, ,#607 荷利斯·法朗普顿的奥德赛之旅 之二
732,fl-#607, , , , , , ,[麦克斯韦妖 Maxwell's Demon](https://movie.douban.com/subject/1972699/),1968, ,#607 荷利斯·法朗普顿的奥德赛之旅 之三
733,fl-#607, , , , , , ,[表面张力 Surface Tension](https://movie.douban.com/subject/1972647/),1968,7.6,#607 荷利斯·法朗普顿的奥德赛之旅 之四
734,fl-#607, , , , , , ,[胡萝卜和豌豆 Carrots & Peas](https://movie.douban.com/subject/10448897/),1969, ,#607 荷利斯·法朗普顿的奥德赛之旅 之五
735,fl-#607, , , , , , ,[柠檬 Lemon](https://movie.douban.com/subject/1722765/),1969,7.0,#607 荷利斯·法朗普顿的奥德赛之旅 之六
736,fl-#607, , , , , , ,[佐恩引理 Zorn's Lemma](https://movie.douban.com/subject/1722722/),1970,7.7,#607 荷利斯·法朗普顿的奥德赛之旅 之七
737,fl-#607, , , , , , ,[一次频词1：怀旧 Hapax Legomena I: Nostalgia](https://movie.douban.com/subject/1477510/),1971,8.4,#607 荷利斯·法朗普顿的奥德赛之旅 之八
738,fl-#607, , , , , , ,[一次频词2：因果循环 Hapax Legomena II: Poetic Justice](https://movie.douban.com/subject/1722577/),1972, ,#607 荷利斯·法朗普顿的奥德赛之旅 之九
739,fl-#607, , , , , , ,[一次频词3：临界质量 Hapax Legomena III: Critical Mass](https://movie.douban.com/subject/1972677/),1971, ,#607 荷利斯·法朗普顿的奥德赛之旅 之十
740,fl-#607, , , , , , ,[麦哲伦之诞生：华彩 I The Birth of Magellan: Cadenza I](https://movie.douban.com/subject/10461821/),1977, ,#607 荷利斯·法朗普顿的奥德赛之旅 之十一
741,fl-#607, , , , , , ,[慢摇镜头0 Pan 0](https://movie.douban.com/subject/10461800/),1974, ,#607 荷利斯·法朗普顿的奥德赛之旅 之十二
742,fl-#607, , , , , , ,[慢摇镜头1 Pan 1](https://movie.douban.com/subject/10461801/),1974, ,#607 荷利斯·法朗普顿的奥德赛之旅 之十三
743,fl-#607, , , , , , ,[慢摇镜头2 Pan 2](https://movie.douban.com/subject/10461802/),1974, ,#607 荷利斯·法朗普顿的奥德赛之旅 之十四
744,fl-#607, , , , , , ,[Pan 3](https://movie.douban.com/subject/10461803/),1974, ,#607 荷利斯·法朗普顿的奥德赛之旅 之十五
745,fl-#607, , , , , , ,[Pan 4](https://movie.douban.com/subject/10461804/),1974, ,#607 荷利斯·法朗普顿的奥德赛之旅 之十六
746,fl-#607, , , , , , ,[Pan 697](https://movie.douban.com/subject/10461806/),1974, ,#607 荷利斯·法朗普顿的奥德赛之旅 之十七
747,fl-#607, , , , , , ,[Pan 698](https://movie.douban.com/subject/10461807/),1974, ,#607 荷利斯·法朗普顿的奥德赛之旅 之十八
748,fl-#607, , , , , , ,[慢摇镜头699 Pan 699](https://movie.douban.com/subject/10461808/),1974, ,#607 荷利斯·法朗普顿的奥德赛之旅 之十九
749,fl-#607, , , , , , ,[慢摇镜头700 Pan 700](https://movie.douban.com/subject/10461809/),1974, ,#607 荷利斯·法朗普顿的奥德赛之旅 之二十
750,fl-#607, , , , , , ,[Ingenivm Nobis Ipsa Pvella Fecit: Part I](https://movie.douban.com/subject/10461819/),1975, ,#607 荷利斯·法朗普顿的奥德赛之旅 之二十一
751,fl-#607, , , , , , ,"[麦哲伦在死亡门前 第一部分 红门 I 0 Magellan: At the Gates of Death, Part I: The Red Gate I, 0](https://movie.douban.com/subject/10461820/)",1976, ,#607 荷利斯·法朗普顿的奥德赛之旅 之二十二
752,fl-#607, , , , , , ,[冬至 Winter Solstice](https://movie.douban.com/subject/10461817/),1974, ,#607 荷利斯·法朗普顿的奥德赛之旅 之二十三
753,fl-#607, , , , , , ,[Gloria!](https://movie.douban.com/subject/10461822/),1979, ,#607 荷利斯·法朗普顿的奥德赛之旅 之二十四
754,fl-#737, ,737,[Les Blank: Always for Pleasure](https://www.criterion.com/films/28658-les-blank-always-for-pleasure),Les Blank,United States,1968,**莱斯·布兰克：寻找快乐**, , , 
755,fl-#737, , , , , , ,[闪电·霍普金斯的布鲁斯 The Blues Accordin To Lightnin' Hopkins](https://movie.douban.com/subject/4822448/),1970, ,寻找快乐 之一
756,fl-#737, , , , , , ,"[神敬我作，神爱我舞 God Respects Us When We Work, But Loves Us When We Dance](https://movie.douban.com/subject/5155829/)",1968,7.9,寻找快乐 之二
757,fl-#737, , , , , , ,[耗费一切 Spend It All](https://movie.douban.com/subject/3440067/),1972, ,寻找快乐 之三
758,fl-#737, , , , , , ,[美好的生活 A Well Spent Life](https://movie.douban.com/subject/3440084/),1972, ,寻找快乐 之四
759,fl-#737, , , , , , ,[枯木 Dry Wood](https://movie.douban.com/subject/25959651/),1973, ,寻找快乐 之五
760,fl-#737, , , , , , ,[辣椒 Hot Pepper](https://movie.douban.com/subject/25959652/),1973, ,寻找快乐 之六
761,fl-#737, , , , , , ,[寻找快乐 Always for Pleasure](https://movie.douban.com/subject/4248264/),1978, ,寻找快乐 之七
762,fl-#737, , , , , , ,[大蒜胜十妈 Garlic is as Good as Ten Mothers](https://movie.douban.com/subject/4317396/),1980,8.1,寻找快乐 之八
763,fl-#737, , , , , , ,[展翅飞翔 Sprout Wings and Fly](https://movie.douban.com/subject/25959658/),1983, ,寻找快乐 之九
764,fl-#737, , , , , , ,[在天堂里没有啤酒吗？ In Heaven There Is No Beer?](https://movie.douban.com/subject/25710942/),1984, ,寻找快乐 之十
765,fl-#737, , , , , , ,[门牙有缝的女人 Gap-Toothed Women](https://movie.douban.com/subject/2216937/),1987,8.4,寻找快乐 之十一
766,fl-#737, , , , , , ,"[卡津和克里奥尔人做大餐 Yum, Yum, Yum! A Taste of Cajun and Creole Cooking](https://movie.douban.com/subject/5114163/)",1990, ,寻找快乐 之十二
767,fl-#737, , , , , , ,[艺术大师：牛仔艺术之王 The Maestro: King of the Cowboy Artists](https://movie.douban.com/subject/5115865/),1995, ,寻找快乐 之十三
768,fl-#737, , , , , , ,[击鼓宣誓 Sworn to the Drum: A Tribute to Francisco Aguabella](https://movie.douban.com/subject/5110446/),1995, ,寻找快乐 之十四
769,fl-#808, ,808,[The Kennedy Films of Robert Drew & Associates](https://www.criterion.com/films/28907-the-kennedy-films-of-robert-drew-associates),Robert Drew,United States, ,**罗伯特·德鲁及同伴的肯尼迪电影**, , , 
770,fl-#808, , , , , , ,[初选 Primary](https://movie.douban.com/subject/1941752/),1960,7.4,#808 罗伯特·德鲁及同伴的肯尼迪电影 之一
771,fl-#808, , , , , , ,[肯尼迪的一天 Adventures on the New Frontier](https://movie.douban.com/subject/26709364/),1961, ,#808 罗伯特·德鲁及同伴的肯尼迪电影 之二
772,fl-#808, , , , , , ,[危机：总统之诺 Crisis: Behind a Presidential Commitment](https://movie.douban.com/subject/4110339/),1963,7.6,#808 罗伯特·德鲁及同伴的肯尼迪电影 之三
773,fl-#808, , , , , , ,[十一月的面孔 Faces of November](https://movie.douban.com/subject/4219887/),1964,7.6,#808 罗伯特·德鲁及同伴的肯尼迪电影 之四
774,fl-#900, ,900,[100 Years of Olympic Films: 1912–2012](https://www.criterion.com/films/29360-100-years-of-olympic-films-19122012), , , ,**奥林匹克电影100年：1912-2012**, , , 
775,fl-#900, , , , , , ,"[1912年斯德哥尔摩奥运会 The Games of the V Olympiad Stockholm, 1912](https://movie.douban.com/subject/27113577/)",2017, ,1912-2012 之一
776,fl-#900, , , , , , ,[1924年在夏蒙尼举行的奥运会 The Olympic Games Held at Chamonix in 1924](https://movie.douban.com/subject/27123695/),1925, ,1912-2012 之二
777,fl-#900, , , , , , ,[The Olympic Games as They Were Practiced in Ancient Greece](https://movie.douban.com/subject/27170768/),1924, ,1912-2012 之三
778,fl-#900, , , , , , ,"[巴黎奥运会 Les Jeux Olympiques, Paris 1924](https://movie.douban.com/subject/25747971/)",1925, ,1912-2012 之四
779,fl-#900, , , , , , ,[白色竞技场——1928年圣莫里茨冬季奥运会 Das weiße Stadion](https://movie.douban.com/subject/24842935/),1928, ,1912-2012 之五
780,fl-#900, , , , , , ,[阿姆斯特丹第九届奥运会 The IX Olympiad in Amsterdam](https://movie.douban.com/subject/27170769/),1928, ,1912-2012 之六
781,fl-#900, , , , , , ,[阿姆斯特丹奥运会 De olympische spelen](https://movie.douban.com/subject/5141341/),1928, ,1912-2012 之七
782,fl-#900, , , , , , ,[世界的年轻人 Jugend der Welt. Der Film von den IV. Olympischen Winterspielen in Garmisch-Partenkirchen](https://movie.douban.com/subject/3532506/),1936, ,1912-2012 之八
783,fl-#900, , , , , , ,[奥林匹亚1：民族的节日 Olympia 1. Teil - Fest der Völker](https://movie.douban.com/subject/1297424/),1938,8.9,1912-2012 之九
784,fl-#900, , , , , , ,[奥林匹亚2：美的祭典 Olympia 2. Teil - Fest der Schönheit](https://movie.douban.com/subject/1299633/),1938,8.9,1912-2012 之十
785,fl-#900, , , , , , ,[无恨之战 Fight Without Hate](https://movie.douban.com/subject/27170770/),1948, ,1912-2012 之十一
786,fl-#900, , , , , , ,[光荣的奥运会 The Glory of Sport](https://movie.douban.com/subject/5084125/),1948, ,1912-2012 之十二
787,fl-#900, , , , , , ,[挪威奥斯陆冬奥会 De VI olympiske vinterleker Oslo 1952](https://movie.douban.com/subject/27170771/),1952, ,1912-2012 之十三
788,fl-#900, , , , , , ,[与世界相遇 Maailmat kohtaavat - XV Olympiakisat Helsingissä 1952](https://movie.douban.com/subject/5108766/),1952, ,1912-2012 之十四
789,fl-#900, , , , , , ,[金牌与光荣 Kultaa ja kunniaa](https://movie.douban.com/subject/5048753/),1953, ,1912-2012 之十五
790,fl-#900, , , , , , ,[回忆五二年的奥林匹克之夏 Memories of the Olympic Summer of 1952](https://movie.douban.com/subject/27170772/),1952, ,1912-2012 之十六
791,fl-#900, , , , , , ,[Vertigine bianca](https://movie.douban.com/subject/27170775/),1957, ,1912-2012 之十七
792,fl-#900, , , , , , ,"[Olympic Games, 1956](https://movie.douban.com/subject/27170776/)",1956, ,1912-2012 之十八
793,fl-#900, , , , , , ,[相约墨尔本 Rendez-vous à Melbourne](https://movie.douban.com/subject/5098797/),1957, ,1912-2012 之十九
794,fl-#900, , , , , , ,[Alain Mimoun](https://movie.douban.com/subject/27170778/),1959, ,1912-2012 之二十
795,fl-#900, , , , , , ,[The Horse in Focus](https://movie.douban.com/subject/27170780/),1956, ,1912-2012 之二十一
796,fl-#900, , , , , , ,"[人民，希望，奖牌 Menschen, Hoffnungen, Medaillen](https://movie.douban.com/subject/27170781/)",1960, ,1912-2012 之二十二
797,fl-#900, , , , , , ,[盛大的奥运会 La grande Olimpiade](https://movie.douban.com/subject/5059519/),1961, ,1912-2012 之二十三
798,fl-#900, , , , , , ,[因斯布鲁克冬季奥运会 IX. Olympische Winterspiele Innsbruck 1964](https://movie.douban.com/subject/26338427/),1964, ,1912-2012 之二十四
799,fl-#900, ,155,Tokyo Olympiad,Kon Ichikawa,Japan,1965,[东京奥林匹克 東京オリンピック](https://movie.douban.com/subject/1301138/),1965,8.6,1912-2012 之二十五
800,fl-#900, , , , , , ,[Sensation of the Century](https://movie.douban.com/subject/27170783/),1964, ,1912-2012 之二十六
801,fl-#900, , , , , , ,[在法国的13天 13 jours en France](https://movie.douban.com/subject/4263931/),1968, ,1912-2012 之二十七
802,fl-#900, , , , , , ,[格勒诺布尔的雪 Snows of Grenoble](https://movie.douban.com/subject/27170785/),1968, ,1912-2012 之二十八
803,fl-#900, , , , , , ,[墨西哥奥运会 Olimpiada en México](https://movie.douban.com/subject/2995423/),1969, ,1912-2012 之二十九
804,fl-#900, , , , , , ,[札幌冬季奥运会 札幌オリンピック](https://movie.douban.com/subject/5055146/),1972, ,1912-2012 之三十
805,fl-#900, , , , , , ,[八个视点 Visions of Eight](https://movie.douban.com/subject/1298851/),1973,7.8,1912-2012 之三十一
806,fl-#900, , , , , , ,[白石 White Rock](https://movie.douban.com/subject/24875147/),1977, ,1912-2012 之三十二
807,fl-#900, , , , , , ,[蒙特利尔奥运会 Jeux de la XXIème olympiade](https://movie.douban.com/subject/5088825/),1977, ,1912-2012 之三十三
