Title 电影,Rank 排名,Rank-2022,Director 导演,豆瓣电影,豆瓣打分,豆瓣信息,Year 年份,Region 地区,Genre 类型,IMDb Movie,IMDb Score
Colossal Youth,🎉641,🎉545,Pedro Costa,[前进青春 Juventude em Marcha](https://movie.douban.com/subject/1937459/),🌟7.4,佩德罗·科斯塔 / Ventura / Vanda Duarte / Beatriz Duarte / 剧情 / 葡萄牙/法国/瑞士 / 2006,2006,France-Portugal-Switzerland,Drama,[Colossal Youth](https://www.imdb.com/title/tt0460480/),🌟6.9
"Farewell, My Concubine",🎉642,🎉533,Chen Kaige,[霸王别姬](https://movie.douban.com/subject/1291546/),🌟9.6,陈凯歌 / 张国荣 / 张丰毅 / 巩俐 / 剧情 / 爱情 / 同性 / 中国大陆/中国香港 / 1993,1993,China-Hong Kong,History-Drama-Romance,[Farewell My Concubine](https://www.imdb.com/title/tt0106332/),🌟8.1
Zodiac,🎉643,🎉540,David Fincher,[十二宫 Zodiac](https://movie.douban.com/subject/1781126/),🌟7.5,大卫·芬奇 / 杰克·吉伦哈尔 / 马克·鲁弗洛 / 安东尼·爱德华兹 / 剧情 / 传记 / 犯罪 / 悬疑 / 惊悚 / 美国 / 2007,2007,USA,Crime-Drama-Thriller,[Zodiac](https://www.imdb.com/title/tt0443706/),🌟7.7
Casque d'or,🎉644,🎉650,Jacques Becker,[金盔 Casque d'or](https://movie.douban.com/subject/1417947/),🌟7.3,雅克·贝克 / 西蒙·西涅莱 / 塞尔日·雷吉亚尼 / 克洛德·多芬 / 犯罪 / 剧情 / 爱情 / 法国 / 1952,1952,France,Romance-Drama-Crime,[Casque d'Or](https://www.imdb.com/title/tt0043386/),🌟7.6
Strike,🎉645,🎉636,Sergei Eisenstein,[罢工 Стачка](https://movie.douban.com/subject/1302186/),🌟8.3,谢尔盖·爱森斯坦 / 马克西姆·施特劳赫 / 格里高利·亚历山德罗夫 / Mikhail Gomorov / 剧情 / 苏联 / 1925,1925,USSR,Drama-Political-History,[Strike](https://www.imdb.com/title/tt0015361/),🌟7.6
Titanic,🎉646,🎉641,James Cameron,[泰坦尼克号 Titanic](https://movie.douban.com/subject/1292722/),🌟9.5,詹姆斯·卡梅隆 / 莱昂纳多·迪卡普里奥 / 凯特·温丝莱特 / 比利·赞恩 / 剧情 / 爱情 / 灾难 / 美国/墨西哥 / 1997,1997,USA-Mexico,Romance-Drama-History,[Titanic](https://www.imdb.com/title/tt0120338/),🌟7.9
They Live by Night,🎉647,🎉687,Nicholas Ray,[夜逃鸳鸯 They Live by Night](https://movie.douban.com/subject/1298951/),🌟7.4,尼古拉斯·雷 / 凯茜·奥唐内 / 法利·格兰杰 / 霍华德·达·席尔瓦 / 犯罪 / 黑色电影 / 爱情 / 美国 / 1948,1948,USA,Drama-Crime,[They Live by Night](https://www.imdb.com/title/tt0040872/),🌟7.4
"Wicker Man, The",🎉648,🎉652,Robin Hardy,[异教徒 The Wicker Man](https://movie.douban.com/subject/1305611/),🌟7.8,罗宾·哈迪 / 爱德华·伍德华德 / 克里斯托弗·李 / 黛安妮·赛琳托 / 悬疑 / 恐怖 / 英国 / 1973,1973,UK,Mystery-Horror,[The Wicker Man](https://www.imdb.com/title/tt0070917/),🌟7.5
Bambi,🎉649,🎉640,David Hand,[小鹿斑比 Bambi](https://movie.douban.com/subject/1295148/),🌟8.6,戴维·汉德 / 詹姆斯·阿尔格 / 塞缪尔·阿姆斯特朗 / 格雷厄姆·海德 / 比尔·罗伯茨 / 保罗·萨特菲尔德 / 诺曼·莱特 / 哈迪·奥尔布赖特 / Stan Alexander / Bobette Audrey / 剧情 / 动画 / 美国 / 1942,1942,USA,Family-Animated-Drama,[Bambi](https://www.imdb.com/title/tt0034492/),🌟7.3
Fat City,🎉650,🎉597,John Huston,[富城 Fat City](https://movie.douban.com/subject/1303358/),🌟7.8,约翰·休斯顿 / 斯泰西·基齐 / 杰夫·布里吉斯 / 苏珊·泰瑞尔 / 剧情 / 运动 / 美国 / 1972,1972,USA,Drama-Sport,[Fat City](https://www.imdb.com/title/tt0068575/),🌟7.3
Rocky,🎉651,🎉620,John G. Avildsen,[洛奇 Rocky](https://movie.douban.com/subject/1295742/),🌟8.8,约翰·G·艾维尔森 / 西尔维斯特·史泰龙 / 塔莉娅·夏尔 / 波特·杨 / 剧情 / 爱情 / 运动 / 美国 / 1976,1976,USA,Sport-Drama,[Rocky](https://www.imdb.com/title/tt0075148/),🌟8.1
Hoop Dreams,🎉652,🎉459,Steve James,[篮球梦 Hoop Dreams](https://movie.douban.com/subject/1297797/),🌟8.6,斯蒂夫·詹姆斯 / 威廉·盖茨 / 亚瑟·阿奇 / Emma Gates / 纪录片 / 剧情 / 运动 / 美国 / 1994,1994,USA,Documentary-Drama-Sport,[Hoop Dreams](https://www.imdb.com/title/tt0110057/),🌟8.3
"Lady Vanishes, The",🎉653,🎉591,Alfred Hitchcock,[贵妇失踪记 The Lady Vanishes](https://movie.douban.com/subject/1292760/),🌟8.1,阿尔弗雷德·希区柯克 / 玛格丽特·洛克伍德 / 迈克尔·雷德格瑞夫 / 保罗·卢卡斯 / 喜剧 / 悬疑 / 惊悚 / 英国 / 1938,1938,UK,Spy-Mystery-Thriller,[The Lady Vanishes](https://www.imdb.com/title/tt0030341/),🌟7.7
Nazarín,🎉654,🎉665,Luis Buñuel,[纳萨林 Nazarín](https://movie.douban.com/subject/1303560/),🌟7.6,路易斯·布努埃尔 / 弗朗西斯科·拉瓦尔 / 玛格·洛佩兹 / 丽塔·马塞多 / 剧情 / 墨西哥 / 1959,1958,Mexico,Religious-Drama,[Nazarin](https://www.imdb.com/title/tt0051983/),🌟7.8
Bring Me the Head of Alfredo Garcia,🎉655,🎉644,Sam Peckinpah,[惊天动地抢人头 Bring Me the Head of Alfredo Garcia](https://movie.douban.com/subject/1294041/),🌟7.1,萨姆·佩金帕 / 沃伦·奥茨 / 伊瑟拉·维加 / 罗伯特·韦伯 / 冒险 / 犯罪 / 剧情 / 惊悚 / 西部 / 墨西哥/美国 / 1974,1974,USA,Crime-Thriller-Action,[Bring Me the Head of Alfredo Garcia](https://www.imdb.com/title/tt0071249/),🌟7.4
Down by Law,🎉656,🎉584,Jim Jarmusch,[不法之徒 Down by Law](https://movie.douban.com/subject/1301798/),🌟8.1,吉姆·贾木许 / 汤姆·威兹 / 约翰·劳瑞 / 罗伯托·贝尼尼 / 剧情 / 喜剧 / 犯罪 / 美国/西德 / 1986,1986,USA,Comedy,[Down by Law](https://www.imdb.com/title/tt0090967/),🌟7.7
"Watermelon Woman, The",🎉657,🎉3048,Cheryl Dunye,[寻找西瓜女 The Watermelon Woman](https://movie.douban.com/subject/1304762/),🌟7.9,谢丽尔·邓耶 / 谢丽尔·邓耶 / 吉娜薇·特纳 / Valarie Walker / 喜剧 / 同性 / 美国 / 1997,1996,USA,Comedy-Drama-Romance,[The Watermelon Woman](https://www.imdb.com/title/tt0118125/),🌟7.1
Amour,🎉658,🎉444,Michael Haneke,[爱 Amour](https://movie.douban.com/subject/4798707/),🌟8.6,迈克尔·哈内克 / 让-路易·特兰蒂尼昂 / 埃玛妞·丽娃 / 伊莎贝尔·于佩尔 / 剧情 / 爱情 / 法国/德国/奥地利 / 2012,2012,Austria-France-Germany,Romance-Drama,[Amour](https://www.imdb.com/title/tt1602620/),🌟7.9
Rebecca,🎉659,🎉686,Alfred Hitchcock,[蝴蝶梦 Rebecca](https://movie.douban.com/subject/1293824/),🌟8.3,阿尔弗雷德·希区柯克 / 劳伦斯·奥利弗 / 琼·芳登 / 乔治·桑德斯 / 剧情 / 爱情 / 悬疑 / 美国 / 1940,1940,USA,Mystery-Romance-Drama,[Rebecca](https://www.imdb.com/title/tt0032976/),🌟8.1
Scarface,🎉660,🎉564,Howard Hawks,[疤面人 Scarface](https://movie.douban.com/subject/1299608/),🌟8.2,霍华德·霍克斯 / 理查德·罗森 / 保罗·穆尼 / 乔治·拉夫特 / 卡伦·莫利 / 剧情 / 动作 / 犯罪 / 黑色电影 / 美国 / 1932,1932,USA,Crime-Drama,[Scarface](https://www.imdb.com/title/tt0023427/),🌟7.7
Plácido,🎉661,🎉618,Luis García Berlanga,[富人，穷人 Plácido](https://movie.douban.com/subject/2368557/),🌟6.9,路易斯·加西亚·贝尔兰加 / Cassen / 喜剧 / 西班牙 / 1961,1961,Spain,Comedy,[Placido](https://www.imdb.com/title/tt0055310/),🌟7.8
"Ghost and Mrs. Muir, The",🎉662,🎉735,Joseph L. Mankiewicz,[幽灵与未亡人 The Ghost and Mrs. Muir](https://movie.douban.com/subject/1300756/),🌟7.8,约瑟夫·L·曼凯维奇 / 吉恩·蒂尔尼 / 雷克斯·哈里森 / 乔治·桑德斯 / 剧情 / 奇幻 / 悬疑 / 爱情 / 惊悚 / 美国 / 1947,1947,USA,Romance-Fantasy,[The Ghost and Mrs. Muir](https://www.imdb.com/title/tt0039420/),🌟7.8
Millennium Mambo,🎉663,🎉860,Hou Hsiao-hsien,[千禧曼波](https://movie.douban.com/subject/1873535/),🌟7.2,侯孝贤 / 舒淇 / 高捷 / 段钧豪 / 剧情 / 爱情 / 中国台湾/法国 / 2001,2001,Taiwan-France,Drama-Romance,[Millennium Mambo](https://www.imdb.com/title/tt0283283/),🌟7
Arrebato,🎉664,🎉660,Iván Zulueta,[狂喜 Arrebato](https://movie.douban.com/subject/2278780/),🌟7.6,伊万·祖卢埃塔 / 欧塞维奥·庞塞拉 / 塞西莉亚·罗特 / 威尔·摩尔 / 剧情 / 恐怖 / 西班牙 / 1979,1979,Spain,Drama-Horror,[Arrebato](https://www.imdb.com/title/tt0078797/),🌟6.9
Silent Light,🎉665,🎉531,Carlos Reygadas,[寂静之光 Stellet licht](https://movie.douban.com/subject/2002721/),🌟7.3,卡洛斯·雷加达斯 / Cornelio Wall / Maria Pankratz / Miriam Toews / 剧情 / 墨西哥/法国/荷兰/德国 / 2007,2007,Mexico-France-Netherlands,Drama,[Silent Light](https://www.imdb.com/title/tt0841925/),🌟7.2
"Phantom of Liberty, The",🎉666,🎉602,Luis Buñuel,[自由的幻影 Le fantôme de la liberté](https://movie.douban.com/subject/1297188/),🌟8.6,路易斯·布努埃尔 / 阿德里娅娜·阿斯蒂 / 朱利安·贝尔托 / 让-克洛德·布里亚利 / 喜剧 / 剧情 / 法国/意大利 / 1974,1974,France-Italy,Drama-Comedy,[The Phantom of Liberty](https://www.imdb.com/title/tt0071487/),🌟7.8
"Marriage of Maria Braun, The",🎉667,🎉671,Rainer Werner Fassbinder,[玛丽娅·布劳恩的婚姻 Die Ehe der Maria Braun](https://movie.douban.com/subject/1298655/),🌟8.3,赖纳·维尔纳·法斯宾德 / 汉娜·许古拉 / 克劳斯·洛维奇 / 伊凡·德斯尼 / 剧情 / 西德 / 1979,1979,West Germany,War-Drama,[The Marriage of Maria Braun](https://www.imdb.com/title/tt0079095/),🌟7.7
"Sorrow and the Pity, The",🎉668,🎉481,Marcel Ophüls,[悲哀和怜悯 Le chagrin et la pitié](https://movie.douban.com/subject/1295073/),🌟8.2,马塞尔·奥菲尔斯 / 乔治·皮杜尔 / Matthäus Bleibinger / Charles Braun / 纪录片 / 历史 / 战争 / 法国/瑞士/西德 / 1969,1969,France-Switzerland-Germany,Documentary-War-History,[The Sorrow and the Pity](https://www.imdb.com/title/tt0066904/),🌟8.2
"Intruder, The",🎉669,🎉842,Claire Denis,[入侵者 L'intrus](https://movie.douban.com/subject/1440407/),🌟7.3,克莱尔·德尼 / 米歇尔·索博 / 格莱戈尔·科林 / Yekaterina Golubeva / 剧情 / 法国 / 2004,2004,France-South Korea,Drama,[The Intruder](https://www.imdb.com/title/tt0422491/),🌟6.7
Chronicle of a Summer,🎉670,🎉520,Jean & Edgar Morin Rouch,[夏日纪事 Chronique d'un été (Paris 1960)](https://movie.douban.com/subject/1421292/),🌟8.1,让·鲁什 / 埃德加·莫兰 / 玛索琳娜·罗尔丹·伊文思 / 玛丽卢·帕罗利尼 / 纪录片 / 法国 / 1961,1961,France,Documentary,[Chronicle of a Summer](https://www.imdb.com/title/tt0054745/),🌟7.5
Ratcatcher,🎉671,🎉1129,Lynne Ramsay,[捕鼠者 Ratcatcher](https://movie.douban.com/subject/1322674/),🌟8.2,琳恩·拉姆塞 / 汤米·弗拉纳根 / Mandy Matthews / William Eadie / 剧情 / 英国/法国 / 1999,1999,UK-France,Drama,[Ratcatcher](https://www.imdb.com/title/tt0171685/),🌟7.5
"Posto, Il",🎉672,🎉801,Ermanno Olmi,[工作 Il Posto](https://movie.douban.com/subject/1302119/),🌟8.3,埃曼诺·奥尔米 / Loredana Detto / Sandro Panseri / Mara Revel / 喜剧 / 剧情 / 意大利 / 1961,1961,Italy,Drama,[Il Posto](https://www.imdb.com/title/tt0055320/),🌟7.9
Hyènes,🎉673,🎉1135,Djibril Diop Mambéty,[土狼 Hyènes](https://movie.douban.com/subject/1429116/),🌟7.4,吉布里尔·迪奥普·曼贝蒂 / Ami Diakhate / 吉布里尔·迪奥普·曼贝蒂 / 喜剧 / 剧情 / 瑞士/法国/塞内加尔/英国/荷兰/意大利 / 1992,1992,Senegal-France-Switzerland-UK-Netherlands-Italy,Drama-Comedy,[Hyenas](https://www.imdb.com/title/tt0104467/),🌟7.4
7 Women,🎉674,🎉806,John Ford,[七女人 7 Women](https://movie.douban.com/subject/1825702/),🌟7.3,约翰·福特 / 安妮·班克罗夫特 / 苏·莱恩 / 玛格丽特·莱顿 / 剧情 / 美国 / 1966,1965,USA,History-Drama,[7 Women](https://www.imdb.com/title/tt0060050/),🌟6.7
Frankenstein,🎉675,🎉470,James Whale,[科学怪人 Frankenstein](https://movie.douban.com/subject/1296929/),🌟7.5,詹姆斯·惠尔 / 科林·克利夫 / 梅·克拉克 / 约翰·博尔斯 / 科幻 / 恐怖 / 美国 / 1931,1931,USA,Horror-Science Fiction,[Frankenstein](https://www.imdb.com/title/tt0021884/),🌟7.8
Trainspotting,🎉676,🎉534,Danny Boyle,[猜火车 Trainspotting](https://movie.douban.com/subject/1292528/),🌟8.6,丹尼·博伊尔 / 伊万·麦克格雷格 / 艾文·布莱纳 / 约翰尼·李·米勒 / 剧情 / 犯罪 / 英国 / 1996,1996,UK,Drama-Comedy,[Trainspotting](https://www.imdb.com/title/tt0117951/),🌟8.1
"Navigator, The",🎉677,🎉754,Buster & Donald Crisp Keaton,[航海家 The Navigator](https://movie.douban.com/subject/1293618/),🌟8.3,唐纳德·克里斯普 / 巴斯特·基顿 / 巴斯特·基顿 / 凯瑟琳·麦奎尔 / 弗雷德里克·弗鲁姆 / 喜剧 / 动作 / 爱情 / 美国 / 1924,1924,USA,Comedy-Adventure,[The Navigator](https://www.imdb.com/title/tt0015163/),🌟7.6
W.R.: Mysteries of the Organism,🎉678,🎉718,Dusan Makavejev,[有机体的秘密 W.R. - Misterije organizma](https://movie.douban.com/subject/1845260/),🌟7.6,杜尚·马卡维耶夫 / 米莲娜·德拉维奇 / Ivica Vidovic / 贾戈达·卡洛珀 / 喜剧 / 剧情 / 奇幻 / 西德/南斯拉夫 / 1971,1971,Yugoslavia,Drama-Comedy-Fantasy,[WR: Mysteries of the Organism](https://www.imdb.com/title/tt0067958/),🌟6.7
"Party, The",🎉679,🎉617,Blake Edwards,[狂欢宴 The Party](https://movie.douban.com/subject/1303245/),🌟6.8,布莱克·爱德华兹 / 彼得·塞勒斯 / 克洛丁娜·隆热 / Natalia Borisova / 喜剧 / 美国 / 1968,1968,USA,Comedy,[The Party](https://www.imdb.com/title/tt0063415/),🌟7.4
Nouvelle vague,🎉680,🎉678,Jean-Luc Godard,[新浪潮 Nouvelle vague](https://movie.douban.com/subject/1303520/),🌟7.7,让-吕克·戈达尔 / 阿兰·德龙 / 多美兹亚娜·佐丹奴 / 雅克·达克米纳 / 剧情 / 法国/瑞士 / 1990,1990,France-Switzerland,Drama,[Nouvelle vague](https://www.imdb.com/title/tt0100274/),🌟6.5
"Grido, Il",🎉681,🎉781,Michelangelo Antonioni,[呐喊 Il grido](https://movie.douban.com/subject/1293428/),🌟8.1,米开朗基罗·安东尼奥尼 / 史蒂夫·柯臣 / 阿莉达·瓦利 / 多里安·格雷 / 剧情 / 意大利/美国 / 1957,1957,Italy,Drama,[Il Grido](https://www.imdb.com/title/tt0050458/),🌟7.6
"Piano Teacher, The",🎉682,🎉663,Michael Haneke,[钢琴教师 La pianiste](https://movie.douban.com/subject/1306730/),🌟7.5,迈克尔·哈内克 / 伊莎贝尔·于佩尔 / 安妮·吉拉尔多 / 伯努瓦·马吉梅尔 / 剧情 / 爱情 / 惊悚 / 情色 / 奥地利/法国/德国 / 2001,2001,Austria-France-Germany,Drama,[The Piano Teacher](https://www.imdb.com/title/tt0254686/),🌟7.5
Top Hat,🎉683,🎉579,Mark Sandrich,[礼帽 Top Hat](https://movie.douban.com/subject/1293168/),🌟8.0,马克·桑德里奇 / 弗雷德·阿斯泰尔 / 金杰·罗杰斯 / 爱德华·艾沃瑞特·霍顿 / 喜剧 / 歌舞 / 爱情 / 美国 / 1935,1935,USA,Romance-Musical-Comedy,[Top Hat](https://www.imdb.com/title/tt0027125/),🌟7.7
Wild at Heart,🎉684,🎉775,David Lynch,[我心狂野 Wild at Heart](https://movie.douban.com/subject/1298974/),🌟7.4,大卫·林奇 / 尼古拉斯·凯奇 / 劳拉·邓恩 / 威廉·达福 / 犯罪 / 爱情 / 惊悚 / 美国 / 1990,1990,USA,Romance-Drama-Crime,[Wild at Heart](https://www.imdb.com/title/tt0100935/),🌟7.2
Local Hero,🎉685,🎉634,Bill Forsyth,[地方英雄 Local Hero](https://movie.douban.com/subject/1300467/),🌟7.6,比尔·福塞斯 / 伯特·兰卡斯特 / 彼得·里格特 / 富尔顿·麦凯 / 剧情 / 喜剧 / 英国 / 1983,1983,UK,Drama-Comedy,[Local Hero](https://www.imdb.com/title/tt0085859/),🌟7.3
"Royal Tenenbaums, The",🎉686,🎉541,Wes Anderson,[天才一族 The Royal Tenenbaums](https://movie.douban.com/subject/1306031/),🌟8.1,韦斯·安德森 / 吉恩·哈克曼 / 安杰丽卡·休斯顿 / 本·斯蒂勒 / 剧情 / 喜剧 / 家庭 / 美国 / 2001,2001,USA,Drama-Comedy,[The Royal Tenenbaums](https://www.imdb.com/title/tt0265666/),🌟7.6
Toy Story,🎉687,🎉535,John Lasseter,[玩具总动员 Toy Story](https://movie.douban.com/subject/1291575/),🌟8.6,约翰·拉塞特 / 汤姆·汉克斯 / 蒂姆·艾伦 / 唐·里克斯 / 喜剧 / 动画 / 家庭 / 美国 / 1995,1995,USA-Japan,Animated-Adventure-Comedy,[Toy Story](https://www.imdb.com/title/tt0114709/),🌟8.3
Chronicle of Anna Magdalena Bach,🎉688,🎉760,Jean-Marie Straub,[安娜·玛格达丽娜·巴赫的编年史 Chronik der Anna Magdalena Bach](https://movie.douban.com/subject/1418714/),🌟7.8,达尼埃尔·于伊耶 / 让-马里·斯特劳布 / Eckart Bruntjen / Rainer Kirchner / 古斯塔夫·莱昂哈 / 传记 / 剧情 / 历史 / 音乐 / 西德/意大利 / 1968,1968,West Germany-Italy,Drama-History-Biography,[The Chronicle of Anna Magdalena Bach](https://www.imdb.com/title/tt0062804/),🌟6.8
"Sun Shines Bright, The",🎉689,🎉885,John Ford,[阳光普照 The Sun Shines Bright](https://movie.douban.com/subject/1293556/),🌟6.9,约翰·福特 / 查尔斯·温宁格 / 阿琳·韦兰 / 约翰·罗素 / 喜剧 / 剧情 / 美国 / 1953,1953,USA,Drama-Comedy,[The Sun Shines Bright](https://www.imdb.com/title/tt0046384/),🌟6.9
"Hawks and the Sparrows, The",🎉690,🎉757,Pier Paolo Pasolini,[大鸟和小鸟 Uccellacci e uccellini](https://movie.douban.com/subject/1294761/),🌟7.9,皮埃尔·保罗·帕索里尼 / 托托 / 尼内托·达沃利 / 费米·贝努西 / 剧情 / 喜剧 / 奇幻 / 意大利 / 1966,1966,Italy,Comedy-Drama,[The Hawks and the Sparrows](https://www.imdb.com/title/tt0061132/),🌟7.2
"Holy Mountain, The",🎉691,🎉846,Alejandro Jodorowsky,[圣山 La montaña sagrada](https://movie.douban.com/subject/1401905/),🌟8.7,亚历桑德罗·佐杜洛夫斯基 / 亚历桑德罗·佐杜洛夫斯基 / 霍拉西奥·萨利纳斯 / Zamira Saunders / 奇幻 / 冒险 / 墨西哥 / 1973,1973,Mexico-USA,Adventure-Drama-Fantasy,[The Holy Mountain](https://www.imdb.com/title/tt0071615/),🌟7.8
Lancelot du Lac,🎉692,🎉697,Robert Bresson,[武士兰士诺 Lancelot du Lac](https://movie.douban.com/subject/1297264/),🌟7.5,罗伯特·布列松 / Luc Simon / Laura Duke Condominas / 赫伯特·巴尚 / 剧情 / 爱情 / 奇幻 / 法国/意大利 / 1974,1974,France-Italy,Fantasy-Drama,[Lancelot of the Lake](https://www.imdb.com/title/tt0071737/),🌟6.9
One Way or Another,🎉693,🎉3165,Sara Gómez,[这样或那样 De cierta manera](https://movie.douban.com/subject/1902590/),🌟7.8,萨拉·戈麦斯 / 马里奥·巴尔马塞达 / Yolanda Cuéllar / Mario Limonta / 剧情 / 古巴 / 1978,1977,Cuba,Drama,[One Way or Another](https://www.imdb.com/title/tt0075915/),🌟7.1
"Purple Rose of Cairo, The",🎉694,🎉676,Woody Allen,[开罗紫玫瑰 The Purple Rose of Cairo](https://movie.douban.com/subject/1292994/),🌟8.8,伍迪·艾伦 / 米娅·法罗 / 杰夫·丹尼尔斯 / 丹尼·爱罗 / 喜剧 / 爱情 / 奇幻 / 美国 / 1985,1985,USA,Fantasy-Comedy-Romance,[The Purple Rose of Cairo](https://www.imdb.com/title/tt0089853/),🌟7.7
"Short Film About Killing, A",🎉695,🎉723,Krzysztof Kieslowski,[杀人短片 Krótki film o zabijaniu](https://movie.douban.com/subject/1303654/),🌟8.3,克日什托夫·基耶斯洛夫斯基 / 米罗斯洛·巴卡 / 克日什托夫·格洛比什 / 扬·特萨利兹 / 剧情 / 犯罪 / 波兰 / 1988,1987,Poland,Drama-Crime,[A Short Film About Killing](https://www.imdb.com/title/tt0095468/),🌟8
Thelma & Louise,🎉696,🎉746,Ridley Scott,[末路狂花 Thelma & Louise](https://movie.douban.com/subject/1291992/),🌟8.9,雷德利·斯科特 / 吉娜·戴维斯 / 苏珊·萨兰登 / 哈威·凯特尔 / 犯罪 / 剧情 / 惊悚 / 美国/英国/法国 / 1991,1991,USA,Drama-Comedy-Adventure,[Thelma & Louise](https://www.imdb.com/title/tt0103074/),🌟7.6
Triumph of the Will,🎉697,🎉507,Leni Riefenstahl,[意志的胜利 Triumph des Willens](https://movie.douban.com/subject/1306186/),🌟8.5,莱妮·里芬施塔尔 / 马克斯·阿曼 / 马丁·鲍曼 / 纪录片 / 战争 / 德国 / 1935,1935,Germany,Documentary-History-Political,[Triumph of the Will](https://www.imdb.com/title/tt0025913/),🌟7.1
Before Sunset,🎉698,🎉633,Richard Linklater,[爱在日落黄昏时 Before Sunset](https://movie.douban.com/subject/1291990/),🌟8.9,理查德·林克莱特 / 伊桑·霍克 / 朱莉·德尔佩 / 弗农·多布切夫 / 剧情 / 爱情 / 美国/法国 / 2004,2004,USA,Romance-Drama,[Before Sunset](https://www.imdb.com/title/tt0381681/),🌟8.1
Moonfleet,🎉699,🎉711,Fritz Lang,[慕理小镇 Moonfleet](https://movie.douban.com/subject/1303568/),🌟6.5,弗里茨·朗 / 斯图尔特·格兰杰 / 乔治·桑德斯 / 琼·格林伍德 / 冒险 / 剧情 / 美国 / 1955,1955,USA,Adventure-Drama,[Moonfleet](https://www.imdb.com/title/tt0048387/),🌟6.6
Cure,🎉700,🎉1047,Kiyoshi Kurosawa,[X圣治 CURE キュア](https://movie.douban.com/subject/1304665/),🌟8.2,黑泽清 / 役所广司 / 萩原圣人 / 氏木毅 / 犯罪 / 恐怖 / 悬疑 / 惊悚 / 日本 / 1997,1997,Japan,Crime-Mystery-Horror,[Cure](https://www.imdb.com/title/tt0123948/),🌟7.5
Antonio das Mortes,🎉701,🎉648,Glauber Rocha,[安托尼奥之死 O Dragão da Maldade contra o Santo Guerreiro](https://movie.douban.com/subject/2567883/),🌟7.0,格劳贝尔·罗恰 / Maurício do Valle / 奥黛特·拉拉 / 奥顿·巴斯托斯 / 剧情 / 西部 / 法国/巴西/西德/美国 / 1969,1969,Brazil,Drama-Western-Political,[Antonio das Mortes](https://www.imdb.com/title/tt0064256/),🌟7
Wake in Fright,🎉702,🎉1207,Ted Kotcheff,[内陆惊魂 Wake in Fright](https://movie.douban.com/subject/1300892/),🌟7.8,特德·科特切夫 / 唐纳德·普利森斯 / 加里·邦德 / Chips Rafferty / 剧情 / 惊悚 / 澳大利亚/美国 / 1971,1971,Australia-USA-UK,Drama-Thriller,[Wake in Fright](https://www.imdb.com/title/tt0067541/),🌟7.6
"Tiger of Eschnapur, The",🎉703,🎉739,Fritz Lang,[孟加拉虎 Der Tiger von Eschnapur](https://movie.douban.com/subject/1441365/),🌟7.1,弗里茨·朗 / 黛博拉·佩吉特 / 保罗·霍布施米特 / 沃尔特·雷耶尔 / 冒险 / 剧情 / 爱情 / 惊悚 / 西德/法国/意大利 / 1959,1958,West Germany-France-Italy,Adventure-Romance,[The Tiger of Eschnapur](https://www.imdb.com/title/tt0052295/),🌟6.6
"Circus, The",🎉704,🎉741,Charles Chaplin,[马戏团 The Circus](https://movie.douban.com/subject/1299628/),🌟9.2,查理·卓别林 / 查理·卓别林 / 阿尔·欧内斯特·加西亚 / 梅尔纳·肯尼迪 / 喜剧 / 爱情 / 美国 / 1928,1928,USA,Drama-Comedy-Family,[The Circus](https://www.imdb.com/title/tt0018773/),🌟8.1
Sauve qui peut (la vie),🎉705,🎉782,Jean-Luc Godard,[各自逃生 Sauve qui peut (la vie)](https://movie.douban.com/subject/1401513/),🌟7.6,让-吕克·戈达尔 / 伊莎贝尔·于佩尔 / 雅克·迪特隆 / 纳塔莉·贝伊 / 剧情 / 法国/奥地利/西德/瑞士 / 1980,1980,France-Switzerland,Drama,[Every Man for Himself](https://www.imdb.com/title/tt0079854/),🌟6.6
"4 Months, 3 Weeks and 2 Days",🎉706,🎉552,Cristian Mungiu,"[四月三周两天 4 luni, 3 săptămâni și 2 zile](https://movie.douban.com/subject/2078989/)",🌟8.3,克里斯蒂安·蒙吉 / 安娜玛丽亚·玛琳卡 / 劳拉·瓦西里 / 弗拉德·伊凡诺夫 / 剧情 / 罗马尼亚 / 2007,2007,Romania-Netherlands-France-Germany,Drama,"[4 Months, 3 Weeks and 2 Days](https://www.imdb.com/title/tt1032846/)",🌟7.9
Ace in the Hole,🎉707,🎉759,Billy Wilder,[倒扣的王牌 Ace in the Hole](https://movie.douban.com/subject/1293841/),🌟8.7,比利·怀尔德 / 柯克·道格拉斯 / 简·斯特林 / 罗伯特·亚瑟 / 剧情 / 黑色电影 / 美国 / 1951,1951,USA,Drama,[Ace in the Hole](https://www.imdb.com/title/tt0043338/),🌟8.1
Gimme Shelter,🎉708,🎉560,Albert/David Maysles/Charlotte Zwerin Maysles,[给我庇护 Gimme Shelter](https://movie.douban.com/subject/1419271/),🌟8.3,阿尔伯特·梅索斯 / 大卫·梅索斯 / 夏洛特·泽韦林 / 米克·贾格尔 / 查理·沃茨 / 基思·理查兹 / 纪录片 / 历史 / 音乐 / 美国 / 1970,1970,USA,Documentary-Musical-History,[Gimme Shelter](https://www.imdb.com/title/tt0065780/),🌟7.8
Akira,🎉709,🎉767,Katsuhiro Otomo,[阿基拉 Akira](https://movie.douban.com/subject/1302770/),🌟8.5,大友克洋 / 岩田光央 / 佐佐木望 / 小山茉美 / 动作 / 科幻 / 动画 / 日本 / 1988,1988,Japan,Animated-Science Fiction-Action,[Akira](https://www.imdb.com/title/tt0094625/),🌟8
