序号,豆瓣电影,年份,豆瓣打分,豆瓣信息,IMDb电影,IMDb年份,IMDb打分,IMDb信息,烂番茄电影,烂番茄年份,烂番茄新鲜度
81,[无粮的土地 Las Hurdes](https://movie.douban.com/subject/1401595/),1933.0,8.0,导演: 路易斯·布努埃尔; 类型: 纪录片; 地区: 西班牙,[King Kong](https://www.imdb.com/title/tt0024216/),1933,7.9,"100 min | Adventure, Horror, Sci-Fi",[King Kong](https://www.rottentomatoes.com/m/1011615-king_kong/),1933,99%
82,[金刚 King Kong](https://movie.douban.com/subject/1298593/),1933.0,7.7,导演: 梅里安·C·库珀; 类型: 动作; 地区: 美国,[Las Hurdes](https://www.imdb.com/title/tt0023037/),1933,7.3,"30 min | Documentary, Short",Land Without Bread,1933,
83,[袁将军的苦茶 The Bitter Tea of General Yen](https://movie.douban.com/subject/1305237/),1932.0,6.5,导演: 弗兰克·卡普拉; 类型: 剧情; 地区: 美国,[Sons of the Desert](https://www.imdb.com/title/tt0024601/),1933,7.5,"68 min | Comedy, Family",[Sons of the Desert](https://www.rottentomatoes.com/m/sons_of_the_desert/),1933,100%
84,[沙漠之子 Sons of the Desert](https://movie.douban.com/subject/1303428/),1934.0,6.5,导演: 威廉 A. 塞特尔 (William A. Seiter); 类型: 喜剧; 地区: 美国,[Queen Christina](https://www.imdb.com/title/tt0024481/),1933,7.5,"99 min | Biography, Drama, Romance",[Queen Christina](https://www.rottentomatoes.com/m/queen_christina/),1933,83%
85,[礼物 It's a Gift](https://movie.douban.com/subject/1303412/),1934.0,5.9,导演: 诺曼·Z·麦克劳德; 类型: 喜剧; 地区: 美国,[Triumph des Willens](https://www.imdb.com/title/tt0025913/),1935,7.1,"114 min | Documentary, History",[Triumph of the Will](https://www.rottentomatoes.com/m/triumph_of_the_will/),1935,84%
86,[亚特兰大号 L'Atalante](https://movie.douban.com/subject/1299433/),1934.0,8.1,导演: 让·维果; 类型: 剧情; 地区: 法国,[It's a Gift](https://www.imdb.com/title/tt0025318/),1934,7.1,68 min | Comedy,[It's a Gift](https://www.rottentomatoes.com/m/its_a_gift/),1934,94%
87,[黑猫 The Black Cat](https://movie.douban.com/subject/1484008/),1934.0,6.7,导演: 埃德加·G·乌默; 类型: 恐怖; 地区: 美国,[Shen nu](https://www.imdb.com/title/tt0195256/),1934,7.7,85 min | Drama,[The Goddess](https://www.rottentomatoes.com/m/goddess-shen-nu/),1934,100%
88,[普里斯特法官 Judge Priest](https://movie.douban.com/subject/1855299/),1934.0,7.7,导演: 约翰·福特; 类型: 喜剧; 地区: 美国,[It Happened One Night](https://www.imdb.com/title/tt0025316/),1934,8.1,"105 min | Comedy, Romance",[It Happened One Night](https://www.rottentomatoes.com/m/it_happened_one_night/),1934,99%
89,[一夜风流 It Happened One Night](https://movie.douban.com/subject/1295684/),1934.0,8.8,导演: 弗兰克·卡普拉; 类型: 喜剧; 地区: 美国,[L'Atalante](https://www.imdb.com/title/tt0024844/),1934,7.7,"89 min | Comedy, Drama, Romance",[L'atalante](https://www.rottentomatoes.com/m/latalante/),1934,100%
90,[瘦子 The Thin Man](https://movie.douban.com/subject/1293827/),1934.0,7.6,导演: W.S.范戴克; 类型: 喜剧; 地区: 美国,[The Black Cat](https://www.imdb.com/title/tt0024894/),1934,6.9,"65 min | Adventure, Crime, Horror",[The Black Cat](https://www.rottentomatoes.com/m/1038510-black_cat/),1934,88%
91,[神女](https://movie.douban.com/subject/1302210/),1934.0,9.1,导演: 吴永刚; 类型: 剧情; 地区: 中国大陆,[The Thin Man](https://www.imdb.com/title/tt0025878/),1934,7.9,"91 min | Comedy, Crime, Mystery",[The Thin Man](https://www.rottentomatoes.com/m/thin_man/),1934,98%
92,[意志的胜利 Triumph des Willens](https://movie.douban.com/subject/1306186/),1935.0,8.5,导演: 莱妮·里芬施塔尔; 类型: 纪录片; 地区: 德国,[Judge Priest](https://www.imdb.com/title/tt0025335/),1934,6.2,"80 min | Comedy, Drama, Romance",[Judge Priest](https://www.rottentomatoes.com/m/judge_priest/),1934,80%
93,[铁血将军 Captain Blood](https://movie.douban.com/subject/1295349/),1935.0,7.1,导演: 迈克尔·柯蒂兹; 类型: 动作; 地区: 美国,[Mutiny on the Bounty](https://www.imdb.com/title/tt0026752/),1935,7.6,"132 min | Adventure, Biography, Drama",[Mutiny on the Bounty](https://www.rottentomatoes.com/m/1014481-mutiny_on_the_bounty/),1935,93%
94,[叛舰喋血记 Mutiny on the Bounty](https://movie.douban.com/subject/1298059/),1935.0,7.9,导演: 弗兰克·洛伊德; 类型: 冒险; 地区: 美国,[The 39 Steps](https://www.imdb.com/title/tt0026029/),1935,7.6,"86 min | Crime, Mystery, Thriller",[The 39 Steps](https://www.rottentomatoes.com/m/1000121-39_steps/),1935,96%
95,[歌声俪影 A Night at the Opera](https://movie.douban.com/subject/1296879/),1935.0,7.2,导演: 山姆·伍德; 类型: 喜剧; 地区: 美国,[A Night at the Opera](https://www.imdb.com/title/tt0026778/),1935,7.8,"96 min | Comedy, Music, Musical",[A Night at the Opera](https://www.rottentomatoes.com/m/1015002-night_at_the_opera/),1935,97%
96,[三十九级台阶 The 39 Steps](https://movie.douban.com/subject/1298412/),1935.0,7.8,导演: 阿尔弗雷德·希区柯克; 类型: 悬疑; 地区: 英国,[Bride of Frankenstein](https://www.imdb.com/title/tt0026138/),1935,7.8,"75 min | Drama, Horror, Sci-Fi",[Bride of Frankenstein](https://www.rottentomatoes.com/m/bride_of_frankenstein/),1935,98%
97,[科学怪人的新娘 Bride of Frankenstein](https://movie.douban.com/subject/1302012/),1935.0,7.7,导演: 詹姆斯·惠尔; 类型: 恐怖; 地区: 美国,[Captain Blood](https://www.imdb.com/title/tt0026174/),1935,7.7,"119 min | Action, Adventure, History",[Captain Blood](https://www.rottentomatoes.com/m/1003499-captain_blood/),1935,100%
98,[礼帽 Top Hat](https://movie.douban.com/subject/1293168/),1935.0,8.0,导演: 马克·桑德里奇; 类型: 喜剧; 地区: 美国,[Top Hat](https://www.imdb.com/title/tt0027125/),1935,7.7,"101 min | Comedy, Musical, Romance",[Top Hat](https://www.rottentomatoes.com/m/top_hat/),1935,100%
99,[彼得·艾伯特逊 Peter Ibbetson](https://movie.douban.com/subject/2376525/),1935.0,7.3,导演: 亨利·哈撒韦; 类型: 剧情; 地区: 美国,[Peter Ibbetson](https://www.imdb.com/title/tt0026866/),1935,6.9,"85 min | Drama, Fantasy, Romance",[Peter Ibbetson](https://www.rottentomatoes.com/m/peter-ibbetson/),1935,80%
100,[乡间一日 Une Partie de Campagne](https://movie.douban.com/subject/1401585/),1946.0,7.9,导演: 让·雷诺阿; 类型: 剧情; 地区: 法国,[Modern Times](https://www.imdb.com/title/tt0027977/),1936,8.5,"87 min | Comedy, Drama, Romance",[Modern Times](https://www.rottentomatoes.com/m/modern_times/),1936,98%
101,[摩登时代 Modern Times](https://movie.douban.com/subject/1294371/),1936.0,9.3,导演: 查理·卓别林; 类型: 剧情; 地区: 美国,[Swing Time](https://www.imdb.com/title/tt0028333/),1936,7.5,"103 min | Comedy, Musical, Romance",[Swing Time](https://www.rottentomatoes.com/m/1020729-swing_time/),1936,97%
102,[摇摆乐时代 Swing Time](https://movie.douban.com/subject/1306624/),1936.0,7.6,导演: 乔治·史蒂文斯; 类型: 喜剧; 地区: 美国,[Mr. Deeds Goes to Town](https://www.imdb.com/title/tt0027996/),1936,7.8,"115 min | Comedy, Drama, Romance",[Mr. Deeds Goes to Town](https://www.rottentomatoes.com/m/mr_deeds_goes_to_town/),1936,91%
103,[我的戈弗雷 My Man Godfrey](https://movie.douban.com/subject/1300241/),1936.0,7.5,导演: 格雷戈里·拉·卡瓦; 类型: 爱情; 地区: 美国,[My Man Godfrey](https://www.imdb.com/title/tt0028010/),1936,7.9,"94 min | Comedy, Drama, Romance",[My Man Godfrey](https://www.rottentomatoes.com/m/1014536-my_man_godfrey/),1936,97%
104,[迪兹先生进城 Mr. Deeds Goes to Town](https://movie.douban.com/subject/1298345/),1936.0,7.8,导演: 弗兰克·卡普拉; 类型: 喜剧; 地区: 美国,[Le roman d'un tricheur](https://www.imdb.com/title/tt0028201/),1936,7.6,81 min | Comedy,[The Story of a Cheat](https://www.rottentomatoes.com/m/le_roman_dun_tricheur_1938/),1936,90%
105,[茶花女 Camille](https://movie.douban.com/subject/1294911/),1936.0,8.3,导演: 乔治·库克; 类型: 剧情; 地区: 美国,[Camille](https://www.imdb.com/title/tt0028683/),1936,7.3,"109 min | Drama, Romance",[Camille](https://www.rottentomatoes.com/m/1003441-camille/),1936,93%
106,[阴谋破坏 Sabotage](https://movie.douban.com/subject/1297270/),1936.0,7.1,导演: 阿尔弗雷德·希区柯克; 类型: 悬疑; 地区: 英国,[Things to Come](https://www.imdb.com/title/tt0028358/),1936,6.6,"100 min | Drama, Sci-Fi, War",[Things to Come](https://www.rottentomatoes.com/m/things_to_come/),1936,90%
107,[孔雀夫人 Dodsworth](https://movie.douban.com/subject/1292972/),1936.0,7.3,导演: 威廉·惠勒; 类型: 剧情; 地区: 美国,[Dodsworth](https://www.imdb.com/title/tt0027532/),1936,7.8,"101 min | Drama, Romance",[Dodsworth](https://www.rottentomatoes.com/m/dodsworth/),1936,90%
108,[笃定发生 Things to Come](https://movie.douban.com/subject/1293166/),1936.0,7.3,导演: 威廉·卡梅伦·孟席斯; 类型: 剧情; 地区: 英国,[A Day in the Country (Partie de campagne)](https://www.imdb.com/title/tt0028445/),1946,7.5,"40 min | Short, Comedy, Drama",[A Day in the Country](https://www.rottentomatoes.com/m/partie_de_campagne),1936,100%
109,[骗子的故事 Le roman d'un tricheur](https://movie.douban.com/subject/2342462/),1936.0,7.6,导演: 萨卡·圭特瑞; 类型: 喜剧; 地区: 法国,[Sabotage](https://www.imdb.com/title/tt0028212/),1936,7,"76 min | Crime, Thriller",[Sabotage](https://www.rottentomatoes.com/m/1018044-sabotage/),1936,92%
110,[怒海余生 Captains Courageous](https://movie.douban.com/subject/1296527/),1937.0,7.7,导演: 维克多·弗莱明; 类型: 冒险; 地区: 美国,[Pépé le Moko](https://www.imdb.com/title/tt0029453/),1937,7.7,"94 min | Crime, Drama, Romance",[Pépé Le Moko](https://www.rottentomatoes.com/m/pepe-le-moko/),1937,100%
111,[夜半歌声](https://movie.douban.com/subject/1304659/),1937.0,7.2,导演: 马徐维邦; 类型: 爱情; 地区: 中国大陆,[Make Way for Tomorrow](https://www.imdb.com/title/tt0029192/),1937,8.2,"91 min | Drama, Romance",[Make Way for Tomorrow](https://www.rottentomatoes.com/m/make_way_for_tomorrow/),1937,100%
112,[大幻影 La grande illusion](https://movie.douban.com/subject/1294808/),1937.0,8.4,导演: 让·雷诺阿; 类型: 剧情; 地区: 法国,[La Grande Illusion](https://www.imdb.com/title/tt0028950/),1937,8.1,"113 min | Drama, War",[Grand Illusion](https://www.rottentomatoes.com/m/la_grande_illusion/),1937,97%
113,[慈母心 Stella Dallas](https://movie.douban.com/subject/1294295/),1937.0,7.9,导演: 金·维多; 类型: 剧情; 地区: 美国,[Stella Dallas](https://www.imdb.com/title/tt0029608/),1937,7.4,"106 min | Drama, Romance",[Stella Dallas](https://www.rottentomatoes.com/m/stella_dallas/),1937,90%
114,[左拉传 The Life of Emile Zola](https://movie.douban.com/subject/1293216/),1937.0,7.7,导演: 威廉·迪亚特尔; 类型: 传记; 地区: 美国,[Song at Midnight](https://www.imdb.com/title/tt0206442/),1935,6.1,"124 min | Horror, Romance",Song at Midnight,1937,
115,[明日之歌 Make Way for Tomorrow](https://movie.douban.com/subject/1302017/),1937.0,8.2,导演: 莱奥·麦卡雷; 类型: 剧情; 地区: 美国,[Snow White and the Seven Dwarfs](https://www.imdb.com/title/tt0029583/),1937,7.6,"Approved | 83 min | Animation, Adventure, Family",[Snow White and the Seven Dwarfs](https://www.rottentomatoes.com/m/the_house_of_magical_sounds_1937/),1937,98%
116,[白雪公主和七个小矮人 Snow White and the Seven Dwarfs](https://movie.douban.com/subject/1297756/),1937.0,8.4,导演: 威廉·科特雷尔; 类型: 爱情; 地区: 美国,[Captains Courageous](https://www.imdb.com/title/tt0028691/),1937,7.9,"G | 117 min | Adventure, Drama, Family",[Captains Courageous](https://www.rottentomatoes.com/m/1003531-captains_courageous/),1937,94%
117,[春闺风月 The Awful Truth](https://movie.douban.com/subject/1297918/),1937.0,7.6,导演: 莱奥·麦卡雷; 类型: 喜剧; 地区: 美国,[The Awful Truth](https://www.imdb.com/title/tt0028597/),1937,7.7,"90 min | Comedy, Romance",[The Awful Truth](https://www.rottentomatoes.com/m/awful_truth/),1937,93%
118,[逃犯贝贝 Pépé le Moko](https://movie.douban.com/subject/1304571/),1937.0,7.2,导演: 朱利安·杜维威尔; 类型: 犯罪; 地区: 法国,[The Life of Emile Zola](https://www.imdb.com/title/tt0029146/),1937,7.2,"116 min | Biography, Drama",[The Life of Emile Zola](https://www.rottentomatoes.com/m/life_of_emile_zola/),1937,91%
119,[红衫泪痕 Jezebel](https://movie.douban.com/subject/1293468/),1938.0,7.3,导演: 威廉·惠勒; 类型: 剧情; 地区: 美国,[Jezebel](https://www.imdb.com/title/tt0030287/),1938,7.4,"104 min | Drama, Romance",[Jezebel](https://www.rottentomatoes.com/m/jezebel/),1938,95%
120,[罗宾汉历险记 The Adventures of Robin Hood](https://movie.douban.com/subject/1300570/),1938.0,7.1,导演: 迈克尔·柯蒂兹; 类型: 动作; 地区: 美国,[The Adventures of Robin Hood](https://www.imdb.com/title/tt0029843/),1938,7.9,"PG | 102 min | Action, Adventure, Romance",[The Adventures of Robin Hood](https://www.rottentomatoes.com/m/1000355-adventures_of_robin_hood/),1938,100%
121,[一世之雄 Angels with Dirty Faces](https://movie.douban.com/subject/1293389/),1938.0,7.9,导演: 迈克尔·柯蒂兹; 类型: 犯罪; 地区: 美国,[Angels with Dirty Faces](https://www.imdb.com/title/tt0029870/),1938,7.9,"(Banned) | 97 min | Crime, Drama, Film-Noir",[Angels With Dirty Faces](https://www.rottentomatoes.com/m/angels_with_dirty_faces/),1938,100%
122,[奥林匹亚1：民族的节日 Olympia 1. Teil - Fest der Völker](https://movie.douban.com/subject/1297424/),1938.0,8.9,导演: 莱妮·里芬施塔尔; 类型: 纪录片; 地区: 德国,[La femme du boulanger](https://www.imdb.com/title/tt0030127/),1938,7.5,"133 min | Comedy, Drama",[The Baker's Wife](https://www.rottentomatoes.com/m/bakers_wife/),1938,100%
123,[奥林匹亚2：美的祭典 Olympia 2. Teil - Fest der Schönheit](https://movie.douban.com/subject/1299633/),1938.0,8.9,导演: 莱妮·里芬施塔尔; 类型: 纪录片; 地区: 德国,[Bringing Up Baby](https://www.imdb.com/title/tt0029947/),1938,7.8,102 min | Comedy,[Bringing Up Baby](https://www.rottentomatoes.com/m/bringing_up_baby/),1938,94%
124,[面包师之妻 La Femme du boulanger](https://movie.douban.com/subject/1302866/),1938.0,,导演: 马塞尔·帕尼奥尔; 类型: 喜剧; 地区: 法国,[Olympia 1. Teil - Fest der Völker](https://www.imdb.com/title/tt0030522/),1938,7.7,"121 min | Documentary, Sport",[Olympia Part One: Festival of the Nations](https://www.rottentomatoes.com/m/olympia-1-teil-fest-der-volker-olympia-part-one-festival-of-the-nations/),1938,89%
125,[育婴奇谭 Bringing Up Baby](https://movie.douban.com/subject/1297657/),1938.0,7.2,导演: 霍华德·霍克斯; 类型: 喜剧; 地区: 美国,[Olympia 2. Teil - Fest der Schönheit](https://www.imdb.com/title/tt0030523/),1938,7.7,"96 min | Documentary, Sport",Olympia Part Two: Festival of Beauty,1938,
126,[贵妇失踪记 The Lady Vanishes](https://movie.douban.com/subject/1292760/),1938.0,8.1,导演: 阿尔弗雷德·希区柯克; 类型: 喜剧; 地区: 英国,[The Lady Vanishes](https://www.imdb.com/title/tt0030341/),1938,7.7,"96 min | Mystery, Thriller",[The Lady Vanishes](https://www.rottentomatoes.com/m/1011813-lady_vanishes/),1938,98%
127,[关山飞渡 Stagecoach](https://movie.douban.com/subject/1298134/),1939.0,8.4,导演: 约翰·福特; 类型: 动作; 地区: 美国,[Wuthering Heights](https://www.imdb.com/title/tt0032145/),1939,7.5,"104 min | Drama, Romance",[Wuthering Heights](https://www.rottentomatoes.com/m/1024192-wuthering_heights/),1939,96%
128,[残菊物语 殘菊物語](https://movie.douban.com/subject/1293329/),1939.0,8.5,导演: 沟口健二; 类型: 剧情; 地区: 日本,[Mr. Smith Goes to Washington](https://www.imdb.com/title/tt0031679/),1939,8.1,"129 min | Comedy, Drama",[Mr. Smith Goes to Washington](https://www.rottentomatoes.com/m/can_mr_smith_get_to_washington_anymore/),1939,85%
129,[娃娃从军记 Babes in Arms](https://movie.douban.com/subject/1293111/),1939.0,6.5,导演: 巴斯比·伯克利; 类型: 喜剧; 地区: 美国,[Stagecoach](https://www.imdb.com/title/tt0031971/),1939,7.8,"96 min | Adventure, Drama, Western",[Stagecoach](https://www.rottentomatoes.com/m/1019774-stagecoach/),1939,100%
130,[史密斯先生到华盛顿 Mr. Smith Goes to Washington](https://movie.douban.com/subject/1297127/),1939.0,8.6,导演: 弗兰克·卡普拉; 类型: 剧情; 地区: 美国,[Only Angels Have Wings](https://www.imdb.com/title/tt0031762/),1939,7.6,"121 min | Adventure, Drama, Romance",[Only Angels Have Wings](https://www.rottentomatoes.com/m/only_angels_have_wings/),1939,100%
131,[绿野仙踪 The Wizard of Oz](https://movie.douban.com/subject/1292625/),1939.0,8.2,导演: 维克多·弗莱明; 类型: 歌舞; 地区: 美国,[Destry Rides Again](https://www.imdb.com/title/tt0031225/),1939,7.6,"95 min | Comedy, Western",[Destry Rides Again](https://www.rottentomatoes.com/m/destry_rides_again/),1939,96%
132,[碧血烟花 Destry Rides Again](https://movie.douban.com/subject/1304404/),1939.0,7.6,导演: 乔治·马歇尔; 类型: 喜剧; 地区: 美国,[Gone with the Wind](https://www.imdb.com/title/tt0031381/),1939,8.2,"238 min | Drama, Romance, War",[Gone With the Wind](https://www.rottentomatoes.com/m/gone_with_the_wind/),1939,90%
133,[天使之翼 Only Angels Have Wings](https://movie.douban.com/subject/1300712/),1939.0,7.6,导演: 霍华德·霍克斯; 类型: 剧情; 地区: 美国,[Le jour se lève](https://www.imdb.com/title/tt0031514/),1939,7.7,"93 min | Crime, Drama, Romance",[Le Jour Se Lève](https://www.rottentomatoes.com/m/le_jour_se_leve/),1939,92%
134,[乱世佳人 Gone with the Wind](https://movie.douban.com/subject/1300267/),1939.0,9.3,导演: 维克多·弗莱明; 类型: 剧情; 地区: 美国,[Gunga Din](https://www.imdb.com/title/tt0031398/),1939,7.2,"117 min | Adventure, Comedy, War",[Gunga Din](https://www.rottentomatoes.com/m/gunga_din/),1939,92%
135,[天色破晓 Le jour se lève](https://movie.douban.com/subject/1470775/),1939.0,7.7,导演: 马塞尔·卡尔内; 类型: 剧情; 地区: 法国,[Ninotchka](https://www.imdb.com/title/tt0031725/),1939,7.8,"110 min | Comedy, Romance",[Ninotchka](https://www.rottentomatoes.com/m/ninotchka/),1939,97%
136,[古庙战笳声 Gunga Din](https://movie.douban.com/subject/1292799/),1939.0,6.3,导演: 乔治·史蒂文斯; 类型: 动作; 地区: 美国,[The Wizard of Oz](https://www.imdb.com/title/tt0032138/),1939,8.1,"PG | 102 min | Adventure, Family, Fantasy",[The Wizard of Oz](https://www.rottentomatoes.com/m/the_wizard_of_oz_1939/),1939,98%
