Index,Y2024 排名,豆瓣,IMDb,TSPDT-ID,Title 电影,Director 导演,Year 年份,Region 地区,Genre 类型,Length 片长,Colour 色彩
332,333,[星球大战2：帝国反击战 Star Wars: Episode V - The Empire Strikes Back-厄文·克什纳](https://movie.douban.com/subject/1296528/),[https://www.imdb.com/title/tt0080684/](https://www.imdb.com/title/https://www.imdb.com/title/tt0080684//),13397,"Empire Strikes Back, The",Irvin Kershner,1980,USA,Science Fiction-Fantasy-Adventure,124,Col
333,334,[残花泪 Broken Blossoms or The Yellow Man and the Girl-大卫·格里菲斯](https://movie.douban.com/subject/1298420/),[https://www.imdb.com/title/tt0009968/](https://www.imdb.com/title/https://www.imdb.com/title/tt0009968//),194,Broken Blossoms,D.W. Griffith,1919,USA,Romance-Drama,90,BW
334,335,[雌雄大盗 Bonnie and Clyde-阿瑟·佩恩](https://movie.douban.com/subject/1294584/),[https://www.imdb.com/title/tt0061418/](https://www.imdb.com/title/https://www.imdb.com/title/tt0061418//),9935,Bonnie and Clyde,Arthur Penn,1967,USA,Drama-Crime-Biography,111,Col
335,336,[童年往事-侯孝贤](https://movie.douban.com/subject/1300572/),[https://www.imdb.com/title/tt0090185/](https://www.imdb.com/title/https://www.imdb.com/title/tt0090185//),18514,"Time to Live and the Time to Die, The",Hou Hsiao-hsien,1985,Taiwan,Drama,137,Col
336,337,[莫扎特传 Amadeus-米洛斯·福尔曼](https://movie.douban.com/subject/1293399/),[https://www.imdb.com/title/tt0086879/](https://www.imdb.com/title/https://www.imdb.com/title/tt0086879//),14431,Amadeus,Milos Forman,1984,USA,Musical-Biography-Drama,158,Col
337,338,[喜剧之王 The King of Comedy-马丁·斯科塞斯](https://movie.douban.com/subject/1292772/),[https://www.imdb.com/title/tt0085794/](https://www.imdb.com/title/https://www.imdb.com/title/tt0085794//),14269,"King of Comedy, The",Martin Scorsese,1983,USA,Drama-Comedy,109,Col
338,339,[铁西区第一部分：工厂-王兵](https://movie.douban.com/subject/1309215/),[https://www.imdb.com/title/tt0389448/](https://www.imdb.com/title/https://www.imdb.com/title/tt0389448//),23309,Tie Xi Qu: West of the Tracks,Wang Bing,2003,China,Documentary,551,Col
339,340,[侠女 俠女-胡金铨](https://movie.douban.com/subject/1306490/),[https://www.imdb.com/title/tt0064451/](https://www.imdb.com/title/https://www.imdb.com/title/tt0064451//),20463,"Touch of Zen, A",King Hu,1971,Taiwan-Hong Kong,Adventure-Action-Drama,180,Col
340,341,[恐惧的代价 Le Salaire de la peur-亨利-乔治·克鲁佐](https://movie.douban.com/subject/1299932/),[https://www.imdb.com/title/tt0046268/](https://www.imdb.com/title/https://www.imdb.com/title/tt0046268//),5583,"Wages of Fear, The",Henri-Georges Clouzot,1953,France-Italy,Thriller-Adventure-Action,105,BW
341,342,[死吻 Kiss Me Deadly-罗伯特·奥尔德里奇](https://movie.douban.com/subject/1303569/),[https://www.imdb.com/title/tt0048261/](https://www.imdb.com/title/https://www.imdb.com/title/tt0048261//),6421,Kiss Me Deadly,Robert Aldrich,1955,USA,Crime-Thriller-Drama,106,BW
342,343,[午夜牛郎 Midnight Cowboy-约翰·施莱辛格](https://movie.douban.com/subject/1297628/),[https://www.imdb.com/title/tt0064665/](https://www.imdb.com/title/https://www.imdb.com/title/tt0064665//),10618,Midnight Cowboy,John Schlesinger,1969,USA,Drama,113,Col
343,344,[周末 Week End-让-吕克·戈达尔](https://movie.douban.com/subject/1296338/),[https://www.imdb.com/title/tt0062480/](https://www.imdb.com/title/https://www.imdb.com/title/tt0062480//),10156,Weekend,Jean-Luc Godard,1967,France-Italy,Drama,105,Col
344,345,[两生花 La Double vie de Véronique-克日什托夫·基耶斯洛夫斯基](https://movie.douban.com/subject/1291877/),[https://www.imdb.com/title/tt0101765/](https://www.imdb.com/title/https://www.imdb.com/title/tt0101765//),17140,"Double Life of Véronique, The",Krzysztof Kieslowski,1991,France,Fantasy-Drama-Romance,97,Col
345,346,[他 El-路易斯·布努埃尔](https://movie.douban.com/subject/1401598/),[https://www.imdb.com/title/tt0045361/](https://www.imdb.com/title/https://www.imdb.com/title/tt0045361//),6348,El,Luis Buñuel,1953,Mexico,Drama,91,BW
346,347,[戏梦人生 戲夢人生-侯孝贤](https://movie.douban.com/subject/1302941/),[https://www.imdb.com/title/tt0107157/](https://www.imdb.com/title/https://www.imdb.com/title/tt0107157//),18622,"Puppetmaster, The",Hou Hsiao-hsien,1993,Taiwan,Drama-Biography,141,Col
347,348,[天国与地狱 天国と地獄-黑泽明](https://movie.douban.com/subject/1293663/),[https://www.imdb.com/title/tt0057565/](https://www.imdb.com/title/https://www.imdb.com/title/tt0057565//),8693,High and Low,Akira Kurosawa,1963,Japan,Thriller-Crime-Drama,142,BW
348,349,[云遮星 মেঘে ঢাকা তারা-李维克·伽塔克](https://movie.douban.com/subject/1460605/),[https://www.imdb.com/title/tt0054073/](https://www.imdb.com/title/https://www.imdb.com/title/tt0054073//),18853,"Cloud-Capped Star, The",Ritwik Ghatak,1960,India,Drama-Musical,126,BW
349,350,"[出局：禁止接触 Out 1, noli me tangere-雅克·里维特 / 苏珊·席夫曼](https://movie.douban.com/subject/1477852/)",[https://www.imdb.com/title/tt0246135/](https://www.imdb.com/title/https://www.imdb.com/title/tt0246135//),21838,Out 1,Jacques Rivette,1971,France,Drama-Mystery,729,Col-BW
350,351,[最后一场电影 The Last Picture Show-彼得·博格丹诺维奇](https://movie.douban.com/subject/1298026/),[https://www.imdb.com/title/tt0067328/](https://www.imdb.com/title/https://www.imdb.com/title/tt0067328//),11299,"Last Picture Show, The",Peter Bogdanovich,1971,USA,Drama,118,BW
351,352,[西区故事 West Side Story-杰罗姆·罗宾斯 / 罗伯特·怀斯](https://movie.douban.com/subject/1295225/),[https://www.imdb.com/title/tt0055614/](https://www.imdb.com/title/https://www.imdb.com/title/tt0055614//),8581,West Side Story,Robert Wise & Jerome Robbins,1961,USA,Musical-Dance-Drama,151,Col
352,353,[热天午后 Dog Day Afternoon-西德尼·吕美特](https://movie.douban.com/subject/1293374/),[https://www.imdb.com/title/tt0072890/](https://www.imdb.com/title/https://www.imdb.com/title/tt0072890//),12181,Dog Day Afternoon,Sidney Lumet,1975,USA,Drama-Crime,125,Col
353,354,[逃出绝命镇 Get Out-乔丹·皮尔](https://movie.douban.com/subject/26688480/),[https://www.imdb.com/title/tt5052448/](https://www.imdb.com/title/https://www.imdb.com/title/tt5052448//),41557,Get Out,Jordan Peele,2017,USA-Japan,Horror-Mystery-Thriller,104,Col
354,355,[木屐树 L'albero degli zoccoli-埃曼诺·奥尔米](https://movie.douban.com/subject/1306266/),[https://www.imdb.com/title/tt0077138/](https://www.imdb.com/title/https://www.imdb.com/title/tt0077138//),12837,"Tree of Wooden Clogs, The",Ermanno Olmi,1978,Italy,Drama,185,Col
355,356,[活死人之夜 Night of the Living Dead-乔治·A·罗梅罗](https://movie.douban.com/subject/1297996/),[https://www.imdb.com/title/tt0063350/](https://www.imdb.com/title/https://www.imdb.com/title/tt0063350//),10343,Night of the Living Dead,George A. Romero,1968,USA,Horror,96,BW
356,357,[疯狂的麦克斯4：狂暴之路 Mad Max: Fury Road-乔治·米勒](https://movie.douban.com/subject/3592854/),[https://www.imdb.com/title/tt1392190/](https://www.imdb.com/title/https://www.imdb.com/title/tt1392190//),38703,Mad Max: Fury Road,George Miller,2015,Australia-USA,Action-Adventure-Science Fiction,120,Col
357,358,[青山翠谷 How Green Was My Valley-约翰·福特](https://movie.douban.com/subject/1293322/),[https://www.imdb.com/title/tt0033729/](https://www.imdb.com/title/https://www.imdb.com/title/tt0033729//),2480,How Green Was My Valley,John Ford,1941,USA,Drama,118,BW
358,359,[魂断情天 Some Came Running-文森特·明奈利](https://movie.douban.com/subject/1292750/),[https://www.imdb.com/title/tt0052218/](https://www.imdb.com/title/https://www.imdb.com/title/tt0052218//),7655,Some Came Running,Vincente Minnelli,1958,USA,Drama,136,Col
359,360,[巴黎最后的探戈 Ultimo tango a Parigi-贝纳尔多·贝托鲁奇](https://movie.douban.com/subject/1300353/),[https://www.imdb.com/title/tt0070849/](https://www.imdb.com/title/https://www.imdb.com/title/tt0070849//),11739,Last Tango in Paris,Bernardo Bertolucci,1972,Italy-France,Drama-Romance,129,Col
360,361,[莫里埃尔 Muriel ou Le temps d'un retour-阿伦·雷乃](https://movie.douban.com/subject/1293844/),[https://www.imdb.com/title/tt0057336/](https://www.imdb.com/title/https://www.imdb.com/title/tt0057336//),9023,Muriel,Alain Resnais,1963,France-Italy,Drama,115,Col
361,362,[天堂之门 Heaven's Gate-迈克尔·西米诺](https://movie.douban.com/subject/1295905/),[https://www.imdb.com/title/tt0080855/](https://www.imdb.com/title/https://www.imdb.com/title/tt0080855//),13447,Heaven's Gate,Michael Cimino,1980,USA,Western-Drama-History,219,Col
362,363,[明日之歌 Make Way for Tomorrow-莱奥·麦卡雷](https://movie.douban.com/subject/1302017/),[https://www.imdb.com/title/tt0029192/](https://www.imdb.com/title/https://www.imdb.com/title/tt0029192//),932,Make Way for Tomorrow,Leo McCarey,1937,USA,Drama,92,BW
363,364,[雁南飞 Летят журавли-米哈伊尔·卡拉托佐夫](https://movie.douban.com/subject/1302077/),[https://www.imdb.com/title/tt0050634/](https://www.imdb.com/title/https://www.imdb.com/title/tt0050634//),7017,"Cranes Are Flying, The",Mikhail Kalatozov,1957,USSR,War-Romance-Drama,95,BW
364,365,[榅桲树阳光 El sol del membrillo-维克多·艾里斯](https://movie.douban.com/subject/1401529/),[https://www.imdb.com/title/tt0105438/](https://www.imdb.com/title/https://www.imdb.com/title/tt0105438//),19281,"Quince Tree Sun, The",Victor Erice,1992,Spain,Documentary-Biography,133,Col
365,366,[苦雨恋春风 Written on the Wind-道格拉斯·塞克](https://movie.douban.com/subject/1303302/),[https://www.imdb.com/title/tt0049966/](https://www.imdb.com/title/https://www.imdb.com/title/tt0049966//),6948,Written on the Wind,Douglas Sirk,1956,USA,Drama,99,Col
366,367,[一夜风流 It Happened One Night-弗兰克·卡普拉](https://movie.douban.com/subject/1295684/),[https://www.imdb.com/title/tt0025316/](https://www.imdb.com/title/https://www.imdb.com/title/tt0025316//),743,It Happened One Night,Frank Capra,1934,USA,Romance-Comedy,105,BW
367,368,[我出生了，但…… 大人の見る絵本 生れてはみたけれど-小津安二郎](https://movie.douban.com/subject/1299360/),[https://www.imdb.com/title/tt0023634/](https://www.imdb.com/title/https://www.imdb.com/title/tt0023634//),18603,"I Was Born, But...",Yasujiro Ozu,1932,Japan,Drama-Comedy,100,BW
368,369,[陆上行舟 Fitzcarraldo-沃纳·赫尔佐格](https://movie.douban.com/subject/1297105/),[https://www.imdb.com/title/tt0083946/](https://www.imdb.com/title/https://www.imdb.com/title/tt0083946//),13981,Fitzcarraldo,Werner Herzog,1982,West Germany,Drama-Adventure,157,Col
369,370,[艳贼 Marnie-阿尔弗雷德·希区柯克](https://movie.douban.com/subject/1298442/),[https://www.imdb.com/title/tt0058329/](https://www.imdb.com/title/https://www.imdb.com/title/tt0058329//),9403,Marnie,Alfred Hitchcock,1964,USA,Crime-Drama-Mystery,130,Col
370,371,[用心棒-黑泽明](https://movie.douban.com/subject/1292515/),[https://www.imdb.com/title/tt0055630/](https://www.imdb.com/title/https://www.imdb.com/title/tt0055630//),8590,Yojimbo,Akira Kurosawa,1961,Japan,Drama-Action,110,BW
371,372,[哈洛与慕德 Harold and Maude-哈尔·阿什贝](https://movie.douban.com/subject/1292812/),[https://www.imdb.com/title/tt0067185/](https://www.imdb.com/title/https://www.imdb.com/title/tt0067185//),11428,Harold and Maude,Hal Ashby,1971,USA,Comedy-Drama-Romance,91,Col
372,373,[橄榄树下的情人 زير درختان زيتون-阿巴斯·基亚罗斯塔米](https://movie.douban.com/subject/1303465/),[https://www.imdb.com/title/tt0111845/](https://www.imdb.com/title/https://www.imdb.com/title/tt0111845//),19021,Through the Olive Trees,Abbas Kiarostami,1994,Iran-France,Drama,103,Col
373,374,[偷窥狂 Peeping Tom-迈克尔·鲍威尔](https://movie.douban.com/subject/1299665/),[https://www.imdb.com/title/tt0054167/](https://www.imdb.com/title/https://www.imdb.com/title/tt0054167//),8196,Peeping Tom,Michael Powell,1960,UK,Drama-Thriller,101,Col
374,375,[沉默的羔羊 The Silence of the Lambs-乔纳森·戴米](https://movie.douban.com/subject/1293544/),[https://www.imdb.com/title/tt0102926/](https://www.imdb.com/title/https://www.imdb.com/title/tt0102926//),18104,"Silence of the Lambs, The",Jonathan Demme,1991,USA,Crime-Drama-Thriller,118,Col
375,376,[双车道柏油路 Two-lane Blacktop-蒙特·赫尔曼](https://movie.douban.com/subject/1868546/),[https://www.imdb.com/title/tt0067893/](https://www.imdb.com/title/https://www.imdb.com/title/tt0067893//),11049,Two-Lane Blacktop,Monte Hellman,1971,USA,Drama,101,Col
376,377,[妖夜慌踪 Lost Highway-大卫·林奇](https://movie.douban.com/subject/1303459/),[https://www.imdb.com/title/tt0116922/](https://www.imdb.com/title/https://www.imdb.com/title/tt0116922//),1821,Lost Highway,David Lynch,1997,USA-France,Mystery-Drama-Thriller,134,Col
377,378,[天堂陌影 Stranger Than Paradise-吉姆·贾木许](https://movie.douban.com/subject/1303723/),[https://www.imdb.com/title/tt0088184/](https://www.imdb.com/title/https://www.imdb.com/title/tt0088184//),14658,Stranger Than Paradise,Jim Jarmusch,1984,USA-West Germany,Comedy-Drama,89,BW
378,379,[金玉盟 An Affair to Remember-莱奥·麦卡雷](https://movie.douban.com/subject/1293320/),[https://www.imdb.com/title/tt0050105/](https://www.imdb.com/title/https://www.imdb.com/title/tt0050105//),6965,"Affair to Remember, An",Leo McCarey,1957,USA,Romance-Drama,115,Col
379,380,[谋杀地下老板 The Killing of a Chinese Bookie-约翰·卡萨维蒂](https://movie.douban.com/subject/1438613/),[https://www.imdb.com/title/tt0074749/](https://www.imdb.com/title/https://www.imdb.com/title/tt0074749//),12466,"Killing of a Chinese Bookie, The",John Cassavetes,1976,USA,Drama-Crime,109,Col
380,381,[定理 Teorema-皮埃尔·保罗·帕索里尼](https://movie.douban.com/subject/1297130/),[https://www.imdb.com/title/tt0063678/](https://www.imdb.com/title/https://www.imdb.com/title/tt0063678//),10414,Teorema,Pier Paolo Pasolini,1968,Italy,Drama,98,Col
381,382,[白丝带 Das weiße Band – Eine deutsche Kindergeschichte-迈克尔·哈内克](https://movie.douban.com/subject/2464346/),[https://www.imdb.com/title/tt1149362/](https://www.imdb.com/title/https://www.imdb.com/title/tt1149362//),28689,"White Ribbon, The",Michael Haneke,2009,Germany-Austria-France-Italy-Canada,Drama-Mystery,144,BW
382,383,[异形2 Aliens-詹姆斯·卡梅隆](https://movie.douban.com/subject/1293792/),[https://www.imdb.com/title/tt0090605/](https://www.imdb.com/title/https://www.imdb.com/title/tt0090605//),15043,Aliens,James Cameron,1986,USA,Science Fiction-Horror-Action,137,Col
383,384,[特丽丝塔娜 Tristana-路易斯·布努埃尔](https://movie.douban.com/subject/1301655/),[https://www.imdb.com/title/tt0066491/](https://www.imdb.com/title/https://www.imdb.com/title/tt0066491//),10982,Tristana,Luis Buñuel,1970,Spain-Italy-France,Drama,98,Col
384,385,[火山边缘之恋 Stromboli-罗伯托·罗西里尼](https://movie.douban.com/subject/1294382/),[https://www.imdb.com/title/tt0041931/](https://www.imdb.com/title/https://www.imdb.com/title/tt0041931//),4876,Stromboli,Roberto Rossellini,1950,Italy,Drama,107,BW
385,386,[安然无恙 Safe-托德·海因斯](https://movie.douban.com/subject/1308422/),[https://www.imdb.com/title/tt0114323/](https://www.imdb.com/title/https://www.imdb.com/title/tt0114323//),18037,Safe,Todd Haynes,1995,USA,Drama,119,Col
386,387,"[燃火的时刻 La hora de los hornos Notas y testimonios sobre el neocolonialismo, la violencia y la liberación-费尔南多·索拉纳斯 / 奥克塔维奥·赫蒂诺](https://movie.douban.com/subject/2245725/)",[https://www.imdb.com/title/tt0063084/](https://www.imdb.com/title/https://www.imdb.com/title/tt0063084//),10286,"Hour of the Furnaces, The",Octavio Getino & Fernando E. Solanas,1968,Argentina,Political-Documentary-History,260,BW
387,388,[象人 The Elephant Man-大卫·林奇](https://movie.douban.com/subject/1293200/),[https://www.imdb.com/title/tt0080678/](https://www.imdb.com/title/https://www.imdb.com/title/tt0080678//),13396,"Elephant Man, The",David Lynch,1980,USA,Drama-Biography,125,BW
388,389,[我的舅舅 Mon Oncle-雅克·塔蒂](https://movie.douban.com/subject/1400829/),[https://www.imdb.com/title/tt0050706/](https://www.imdb.com/title/https://www.imdb.com/title/tt0050706//),7582,Mon oncle,Jacques Tati,1958,France,Comedy,126,Col
389,390,[摇滚万万岁 This Is Spinal Tap-罗伯·莱纳](https://movie.douban.com/subject/1293095/),[https://www.imdb.com/title/tt0088258/](https://www.imdb.com/title/https://www.imdb.com/title/tt0088258//),14680,This is Spinal Tap,Rob Reiner,1984,USA,Comedy-Music,82,Col
390,391,[都灵之马 A torinói ló-贝拉·塔尔 / 阿尼亚斯·赫拉尼茨基](https://movie.douban.com/subject/3285632/),[https://www.imdb.com/title/tt1316540/](https://www.imdb.com/title/https://www.imdb.com/title/tt1316540//),32258,"Turin Horse, The",Béla Tarr,2011,Hungary-France-Germany-Switzerland,Drama,155,BW
391,392,[界限 Limite-马里奥·皮索托](https://movie.douban.com/subject/1925767/),[https://www.imdb.com/title/tt0022080/](https://www.imdb.com/title/https://www.imdb.com/title/tt0022080//),22462,Limite,Mario Peixoto,1931,Brazil,Drama,114,BW
392,393,[乡愁 Ностальгия-安德烈·塔可夫斯基](https://movie.douban.com/subject/1291556/),[https://www.imdb.com/title/tt0086022/](https://www.imdb.com/title/https://www.imdb.com/title/tt0086022//),14314,Nostalghia,Andrei Tarkovsky,1983,Italy,Drama,120,Col
393,394,[十三个月亮 In einem Jahr mit 13 Monden-赖纳·维尔纳·法斯宾德](https://movie.douban.com/subject/1300323/),[https://www.imdb.com/title/tt0077729/](https://www.imdb.com/title/https://www.imdb.com/title/tt0077729//),12905,In a Year with 13 Moons,Rainer Werner Fassbinder,1978,West Germany,Drama,129,Col
