Index,排名,电影名,豆瓣电影,豆瓣年份,豆瓣打分,导演,主演,类型,地区
437,182,《苦雨恋春风》（1956，道格拉斯·塞克 Douglas Sirk）, , , , , , , 
438,182,《蓝白红三部曲之白》（1994，克日什托夫·基耶斯洛夫斯基 Krzysztof Kieslowski）, , , , , , , 
439,182,《虎豹小霸王》（1969，乔治·罗伊·希尔 George Roy Hill）, , , , , , , 
440,182,《蝙蝠侠前传3：黑暗骑士崛起》（2012，克里斯托弗·诺兰 Christopher Nolan）, , , , , , , 
441,182,《血溅十三号警署》（1976，约翰·卡朋特 John Carpenter）, , , , , , , 
442,182,《被遗忘的人们》（1950，路易斯·布努埃尔 Luis Buñuel）, , , , , , , 
443,182,《被遗忘的祖先的阴影》（1966，谢尔盖·帕拉杰诺夫 Sergei Parajanov）, , , , , , , 
444,182,《词语》（1955，卡尔·西奥多·德莱叶 Carl Theodor Dreyer）, , , , , , , 
445,182,《谁来为我摘月亮》（1999，巴克迪亚·库唐纳扎洛夫 Bakhtyar Khudojnazarov）, , , , , , , 
446,182,《贪婪》（1924，埃里克·冯·施特罗海姆 Erich von Stroheim）, , , , , , , 
447,182,《赖婚》（1922，D·W·格里菲斯 D.W. Griffith）, , , , , , , 
448,182,《赤胆屠龙》（1959，霍华德·霍克斯 Howard Hawks）, , , , , , , 
449,182,《走出非洲》（1985，西德尼·波拉克 Sydney Pollack）, , , , , , , 
450,182,《跳出我天地》（2000，史蒂芬·戴德利 Stephen Daldry）, , , , , , , 
451,182,《辛德勒的名单》（1993，史蒂文·斯皮尔伯格 Steven Spielberg）, , , , , , , 
452,182,《过客》（1975，米开朗基罗·安东尼奥尼 Michelangelo Antonioni）, , , , , , , 
453,182,《迈尼蒙坦特》（1928，迪米特里·吉萨诺夫 Dimitri Kirsanoff）, , , , , , , 
454,182,《迷墙》（1982，阿兰·帕克 Alan Parker）, , , , , , , 
455,182,《逍遥骑士》（1969，丹尼斯·霍珀 Dennis Hopper）, , , , , , , 
456,182,《通天塔》（2006，亚利桑德罗·冈萨雷斯·伊纳里多 Alejandro González Iñárritu）, , , , , , , 
457,182,《邀你同游》（1982，彼特·德尔·蒙特 Peter Del Monte）, , , , , , , 
458,182,《邦妮和克莱德》（1967，阿瑟·佩恩 Arthur Penn）, , , , , , , 
459,182,《邻居》（1952，诺曼·麦克拉伦 Norman McLaren）, , , , , , , 
460,182,《都灵之马》（2011，贝拉·塔尔 Béla Tarr）, , , , , , , 
461,182,《重庆森林》（1994，王家卫 Kar Wai Wong）, , , , , , , 
462,182,《野玫瑰之恋》（1960，王天林 Tian-lin Wang）, , , , , , , 
463,182,《钢琴教师》（2001，迈克尔·哈内克 Michael Haneke）, , , , , , , 
464,182,《铁男1：金属兽》（1989，塚本晋也 Shinya Tsukamoto）, , , , , , , 
465,182,《铁皮鼓》（1979，沃尔克·施隆多夫 Volker Schlöndorff）, , , , , , , 
466,182,《铁窗喋血》（1967，斯图尔特·罗森博格 Stuart Rosenberg）, , , , , , , 
467,182,《铁路的白蔷薇》（1923，阿贝尔·冈斯 Abel Gance）, , , , , , , 
468,182,《银河系漫游指南》（2005，加斯·詹宁斯 Garth Jennings）, , , , , , , 
469,182,《阳光灿烂的日子》（1994，姜文 Wen Jiang）, , , , , , , 
470,182,《阿基拉》（1988，大友克洋 Katsuhiro Ôtomo）, , , , , , , 
471,182,《阿尔卡特兹的养鸟人》（1962，约翰·弗兰克海默 John Frankenheimer）, , , , , , , 
472,182,《阿尔及尔之战》（1966，吉洛·彭特克沃 Gillo Pontecorvo）, , , , , , , 
473,182,《阿尔法城》（1965，让-吕克 戈达尔 Jean-Luc Godard）, , , , , , , 
474,182,《阿黛尔·雨果的故事》（1975，弗朗索瓦·特吕弗 François Truffaut）, , , , , , , 
475,182,《雨果》（2011，马丁·斯科塞斯 Martin Scorsese）, , , , , , , 
476,182,《霍华德庄园》（1992，詹姆斯·伊沃里 James Ivory）, , , , , , , 
477,182,《青春残酷物语》（1960，大岛渚 Nagisa Ôshima）, , , , , , , 
478,182,《非洲女王号》（1951，约翰·休斯顿 John Huston）, , , , , , , 
479,182,《音乐室》（1958，萨蒂亚吉特·雷伊 Satyajit Ray）, , , , , , , 
480,182,《颐和园》（2007，娄烨 Ye Lou）, , , , , , , 
481,182,《风柜来的人》（1983，侯孝贤 Hsiao-hsien Hou）, , , , , , , 
482,182,《风烛泪》（1952，维托里奥·德·西卡 Vittorio De Sica）, , , , , , , 
483,182,《风的故事》（1988，尤里斯·伊文思 Joris Ivens）, , , , , , , 
484,182,《饥饿海峡》（1965，内田吐梦 Tomu Uchida）, , , , , , , 
485,182,《马耳他之鹰》（1941，约翰·休斯顿 John Huston）, , , , , , , 
486,182,《马路天使》（1937，袁牧之 Muzhi Yuan）, , , , , , , 
487,182,《高潮艺术》（1998，丽莎·查罗登科 Lisa Cholodenko）, , , , , , , 
488,182,《鬼子来了》（2000，姜文 Wen Jiang）, , , , , , , 
489,182,《鲸鱼马戏团》（2000，贝拉·塔尔 Béla Tarr）, , , , , , , 
490,182,《鹰扬》（1982，扬·特洛尔 Jan Troell）, , , , , , , 
491,182,《麦秋》（1951，小津安二郎 Yasujirô Ozu）, , , , , , , 
492,182,《麻将》（1996，杨德昌 Edward Yang）, , , , , , , 
493,182,《黑上帝白魔鬼》（1964，格劳贝尔·罗恰 Glauber Rocha）, , , , , , , 
494,182,《黑客帝国2：重装上阵》（2003，安迪·沃卓斯基 / 拉娜·沃卓斯基 Andy Wachowski / Lana Wachowski）, , , , , , , 
495,182,《黑水仙》（1947，迈克尔·鲍威尔 Michael Powell）, , , , , , , 
496,182,《黑鹰坠落》（2002，雷德利·斯科特 Ridley Scott）, , , , , , , 
497,182,《龙门客栈》（1967，胡金铨 King Hu）, , , , , , , 
